,OBJECTID_x,ID,Lon,Lan,pH,As,Cd,Ni,Pb,Zn,Hg,lon_degree,lon_minute,lon_sec,lan_degree,lan_minute,lan_sec,slope,hankang1,profile_cu,planform_c,SOILSY,SNAME,hsg,HSG_CODE,OBJECTID_y,MUID,CMPPCT,HYDGRP,ANION_EXCL,SOL_CRK,SOL_K1,CLAY1,SILT1,SAND1,ROCK1,SOL_EC1
694,695,GG-SC-S-4,127.7226111,37.43908333,6.24,4.14,0.06,2.44, , ,0,127,43,21.4,37,26,20.7,10.98460007,178.6849976,-0.041886099,-0.065811902,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
695,696,GG-SC-S-5,127.7229444,37.43897222,6.02,2.44,0.005,0.69, , ,0,127,43,22.6,37,26,20.3,21.64139938,176.0599976,-1.443120003,1.365720034,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
696,697,GG-SC-S-6,127.7231389,37.43883333,4.79,1.58, ,2.34, , ,0,127,43,23.3,37,26,19.8,20.95770073,164.2120056,2.103579998,-0.964716017,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
697,698,GG-SC-S-7,127.7238056,37.43822222,4.53,0.71, ,1.22, , ,0,127,43,25.7,37,26,17.6,16.57419968,149.9640045,3.747829914,0.0122975,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
698,699,GG-SC-S-8,127.7238056,37.43822222,4.69,0.48, ,0.15, , ,0,127,43,25.7,37,26,17.6,16.57419968,149.9640045,3.747829914,0.0122975,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
699,700,GG-SC-S-9,127.7240278,37.43666667,4.33,0.88, ,0.68, , ,0,127,43,26.5,37,26,12,0.402590007,146.5650024,-0.143515006,0.0258573,ScB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
700,701,GG-SC-S-10,127.7240278,37.43666667,4.26,0.58, ,0.86, , ,0,127,43,26.5,37,26,12,0.402590007,146.5650024,-0.143515006,0.0258573,ScB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
701,702,GG-SC-S-11,127.7236667,37.43527778,5.06,0.39,0.005,0, , ,0,127,43,25.2,37,26,7,13.0177002,151.923996,0.720377982,0.0261642,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
702,703,GG-SC-S-12,127.7230556,37.43555556,5.38,0.9,0.015,0, , ,0,127,43,23,37,26,8,3.377789974,149.6080017,0.316823006,-0.0144761,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
703,704,GG-SC-S-13,127.7234722,37.43536111,4.91,0.88,0.04,0, , ,0,127,43,24.5,37,26,7.3,9.333660126,150.9199982,-0.0109312,0.032403801,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
704,705,GG-SC-S-14,127.7237222,37.435,6.22,0.45,0.035,0.73, , ,0,127,43,25.4,37,26,6,16.25200081,155.2660065,-3.64241004,-0.034316301,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
705,706,GG-SC-S-15,127.7233889,37.43488889,7.08,0.64,0.035,0.38, , ,0,127,43,24.2,37,26,5.6,14.90130043,155.371994,-2.655019999,-0.00456686,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
706,707,GG-SC-S-16,127.7230556,37.43430556,6.38,0.74,0.04,0.35, , ,0,127,43,23,37,26,3.5,2.380480051,151.2640076,-0.76356101,-0.00312415,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
707,708,GG-SC-S-17,127.723,37.43394444,6.07,0.14,0.005,0, , ,0,127,43,22.8,37,26,2.2,5.480340004,150.4629974,-0.589317977,-0.088890597,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
708,709,GG-SC-S-18,127.723,37.43394444,6.89,0.47, ,0, , ,0,127,43,22.8,37,26,2.2,5.480340004,150.4629974,-0.589317977,-0.088890597,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
709,710,GG-SC-S-19,127.7236111,37.43405556,6.4,0.32,0.13,5.85, , ,0,127,43,25,37,26,2.6,0.616441011,148.7839966,-0.196634993,-0.00718171,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
710,711,GG-SC-S-20,127.7247222,37.43388889,5.92,0.57,0.025,1.95, , ,0,127,43,29,37,26,2,3.338860035,143.5789948,-0.355778992,-0.017705301,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
711,712,GG-SC-S-21,127.7247222,37.43388889,5.64,0.39,0.03,1.97, , ,0,127,43,29,37,26,2,3.338860035,143.5789948,-0.355778992,-0.017705301,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
712,713,GG-SC-S-22,127.7255278,37.4335,4.9,0.27,0.01,0.34, , ,0,127,43,31.9,37,26,0.6,1.532860041,141.923996,0.056693401,-0.082344599,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
713,714,GG-SC-S-23,127.7263889,37.43341667,5.36,0.85, ,0.09, , ,0,127,43,35,37,26,0.3,28.36610031,146.8679962,2.195270061,-1.373329997,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
714,715,GG-SC-S-24,127.7263889,37.43341667,5.03,0.42, ,1.65, , ,0,127,43,35,37,26,0.3,28.36610031,146.8679962,2.195270061,-1.373329997,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
715,716,GG-SC-S-25,127.7273056,37.43311111,5.56,0.42,0.05,1.08, , ,0,127,43,38.3,37,25,59.2,11.14949989,154.298996,0.085809998,-3.86706996,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
716,717,GG-SC-S-26,127.7289167,37.43302778,5.12,0.78, ,0, , ,0,127,43,44.1,37,25,58.9,12.74429989,167.7109985,1.692370057,-0.938117981,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
717,718,GG-SC-S-27,127.7276389,37.43394444,5.19,0.28,0.045,0.15, , ,0,127,43,39.5,37,26,2.2,20.6201992,150.052002,1.303959966,-0.020560499,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
718,719,GG-SC-S-28,127.7296667,37.43319444,5.53,0.73,0.01,0.71, , ,0,127,43,46.8,37,25,59.5,9.440030098,155.5820007,0.342238009,-0.062852003,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
719,720,GG-SC-S-29,127.7305,37.43261111,5.42,0.37,0.025,0.61, , ,0,127,43,49.8,37,25,57.4,0.825133979,159.9160004,-0.775032997,-0.0331502,JoC,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
720,721,GG-SC-S-30,127.7323889,37.43233333,5.46,0.77,0.035,2.68, , ,0,127,43,56.6,37,25,56.4,4.286029816,142.8070068,0.315342009,-1.198639989,HEC,HOEGOG,C,3,585,KOREA,1,A,0.5,0.5,19.4,26.2,34.1,39.7,3.9,0
721,722,GG-SC-S-31,127.7342222,37.43169444,5.31,0.58,0.015,0, , ,0,127,44,3.2,37,25,54.1,17.12360001,173.7660065,0.808927,-0.0448328,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
722,723,GG-SC-S-32,127.7368611,37.43233333,5.22,1.25,0.01,0, , ,0,127,44,12.7,37,25,56.4,23.74379921,152.1889954,1.423339963,-0.23962,SmF2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
723,724,GG-SC-S-33,127.7398611,37.43327778,5,1.68,0.03,0, , ,0,127,44,23.5,37,25,59.8,6.936600208,126.0999985,0.257189989,-0.130261004,JoC,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
724,725,GG-SC-S-34,127.7419722,37.43163889,4.89,0.57,0.045,0.92, , ,0,127,44,31.1,37,25,53.9,5.551300049,131.6929932,0.204254001,-0.092804499,JoC,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
725,726,GG-SC-S-35,127.7468889,37.42747222,6.28,0.82,0.025,0.44, , ,0,127,44,48.8,37,25,38.9,6.435619831,117.7829971,-1.703879952,0.079721898,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
726,727,GG-SC-S-36,127.7511944,37.42491667,5.57,0.27,0.035,2.41, , ,0,127,45,4.3,37,25,29.7,4.145709991,118.3079987,-0.086934999,-0.034749899,SE,SEOGGYE,C,3,364,KOREA,1,B,0.5,0.5,93.58,13.4,29.3,57.3,3.3,0
727,728,GG-SC-S-37,127.7537778,37.41852778,6.81,0.59,0.16,1.39, , ,0,127,45,13.6,37,25,6.7,2.108530045,110.3300018,-0.505322993,-0.031049499,Gz,GOCHEON,B,2,268,KOREA,1,A,0.5,0.5,150.34,8.8,29.1,62.1,0.7,0
728,729,GG-SC-S-38,127.7228611,37.43894444,5.33,0.41, ,5.83, , ,0,127,43,22.3,37,26,20.2,18.3654995,175.4299927,-0.902126014,1.41989994,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
729,730,GG-SC-S-39,127.7228611,37.43894444,5.59,0.99, ,5.76, , ,0,127,43,22.3,37,26,20.2,18.3654995,175.4299927,-0.902126014,1.41989994,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
730,731,GG-SC-S-40,127.7236667,37.43461111,6.03,0.58, ,3.24, , ,0,127,43,25.2,37,26,4.6,5.605700016,146.8190002,0.550867975,-1.171360016,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
731,732,GG-SC-S-41,127.7231389,37.43391667,6.68,0.74,0.03,4.17, , ,0,127,43,23.3,37,26,2.1,2.589550018,149.029007,0.591274023,-0.347934991,SAB,SAMAM,B,2,361,KOREA,1,C,0.5,0.5,35.58,16.5,44.6,38.9,0,0
732,733,GG-SC-S-42,127.7231944,37.43361111,6.89,0.56,0.025,3.26, , ,0,127,43,23.5,37,26,1,4.795070171,148.1300049,-0.196674004,0.0279967,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
733,734,GG-SC-S-43,127.7241111,37.43377778,7.17,0.55,0.155,2.19, , ,0,127,43,26.8,37,26,1.6,1.868819952,144.5939941,0.197363004,-0.0550173,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
734,735,GG-SC-S-44,127.7241111,37.43377778,7.14,0.47,0.105,1.94, , ,0,127,43,26.8,37,26,1.6,1.868819952,144.5939941,0.197363004,-0.0550173,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
735,736,GG-SC-S-45,127.7241944,37.43430556,6.19,0.77,0.26,10.75, , ,0,127,43,27.1,37,26,3.5,2.553800106,144.4089966,0.267576009,-0.077333897,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
736,737,GG-SC-S-46,127.7248333,37.43436111,5.32,0.58,0.035,6.46, , ,0,127,43,29.4,37,26,3.7,1.542400002,143.0429993,0.259939998,-0.161140993,SpB,SUBUG,C,3,374,KOREA,1,B,0.5,0.5,85.69,10.2,23.3,66.5,17.3,0
737,738,GG-SC-S-47,127.7256389,37.43369444,5.76,1.35,0.01,4.59, , ,0,127,43,32.3,37,26,1.3,0.92987901,141.526001,0.00903959,-0.032464299,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
738,739,GG-SC-S-48,127.7273889,37.4335,5.79,0.12, ,3.92, , ,0,127,43,38.6,37,26,0.6,17.21850014,150.871994,2.961999893,0.131070003,SAC,SANGJU,B,2,362,KOREA,1,A,0.5,0.5,48.07,6,23,71,18,0
739,740,GG-SC-S-49,127.7273889,37.4335,5.78,0.08, ,3.9, , ,0,127,43,38.6,37,26,0.6,17.21850014,150.871994,2.961999893,0.131070003,SAC,SANGJU,B,2,362,KOREA,1,A,0.5,0.5,48.07,6,23,71,18,0
740,741,GG-SC-S-50,127.7285278,37.43341667,5.53,2.46,0.01,4.79, , ,0,127,43,42.7,37,26,0.3,8.730469704,173.5899963,-0.490220994,-0.180772007,SgE2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
741,742,GG-SC-S-51,127.7319167,37.43319444,5.54,1.23,0.015,6.33, , ,0,127,43,54.9,37,25,59.5,6.924839973,141.7409973,0.035794001,0.228787005,HEC,HOEGOG,C,3,585,KOREA,1,A,0.5,0.5,19.4,26.2,34.1,39.7,3.9,0
742,743,GG-SC-S-52,127.7319167,37.43319444,5.56,1.57,0.025,6.06, , ,0,127,43,54.9,37,25,59.5,6.924839973,141.7409973,0.035794001,0.228787005,HEC,HOEGOG,C,3,585,KOREA,1,A,0.5,0.5,19.4,26.2,34.1,39.7,3.9,0
743,744,GG-SC-CS-1,127.7256389,37.44277778,6,0.11,0.015,0, , ,0,127,43,32.3,37,26,34,3.630259991,167.8079987,-0.239258006,0.071289003,ScC,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
744,745,GG-SC-CS-2,127.7256389,37.44277778,6.14,0.27,0.045,0.75, , ,0,127,43,32.3,37,26,34,3.630259991,167.8079987,-0.239258006,0.071289003,ScC,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
745,746,GG-SC-CS-3,127.7201111,37.42933333,5.89,1.24,0.055,0.14, , ,0,127,43,12.4,37,25,45.6,10.24230003,173.9819946,-1.729779959,-0.147139996,YaD2,YESAN,B,2,410,KOREA,1,A,0.5,0.5,13.68,15,35,50,11,0
746,747,KW-KY-S-37,128.8199167,37.46822222,7.71,0.36, ,21.4,2.84,65.77,0,128,49,11.7,37,28,5.6,28.88890076,551.9030151,-2.372430086,0.123911999,JsE2,JANGSEONG,A,1,477,KOREA,1,C,0.5,0.5,8.66,22,53,25,24,0
747,748,KW-KY-S-32,128.8423056,37.4745,7,1.69,1.345,5.43,14.57,88.83,0,128,50,32.3,37,28,28.2,6.870530128,473.6889954,0.758882999,-0.028715,W,Water,B,2,,,,,,,,,,,,
748,749,KW-KY-S-33,128.8403889,37.47530556,7.14,0.54,0.1,4.9,2.43,105.4,0,128,50,25.4,37,28,31.1,1.759430051,478.5190125,-0.524827003,-0.142747,Hl,HWANGRYONG,B,2,584,KOREA,1,A,0.5,0.5,43.36,5.4,13.4,81.2,4.4,0
749,750,KW-KY-S-34,128.8382778,37.47602778,8.27,1.58,0.185,8.27,5.48,107.47,0,128,50,17.8,37,28,33.7,1.009760022,478.0020142,-0.252696007,0.095692597,RB,RB,B,2,596,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
750,751,KW-KY-S-35,128.8346111,37.47886111,5.37,0.97, ,8.63,2.61,54.1,0,128,50,4.6,37,28,43.9,1.603379965,469.618988,0.027349999,-0.066277899,RB,RB,B,2,596,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
751,752,KW-KY-S-36,128.8271667,37.48102778,6.8,0.64, ,10.77,2.14,83.03,0,128,49,37.8,37,28,51.7,29.11459923,515.434021,0.0167914,-0.017632499,SmF2,SAMGAG,A,1,360,KOREA,1,A,0.5,0.5,25.77,10,30,60,11,0
752,753,KW-KY-S-21,128.8543889,37.46769444,6.82,3.8,0.495,14.23,5.14,167.1,0,128,51,15.8,37,28,3.7,42.72090149,493.9590149,3.877039909,-0.904702008,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
753,754,KW-KY-S-22,128.8536944,37.46783333,4.82,3.78,0.495,19.43,5.14,137.2,0,128,51,13.3,37,28,4.2,37.77780151,489.4440002,6.015160084,-0.500832975,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
754,755,KW-KY-S-23,128.8536944,37.46783333,3.96,0.58,0.51,19.07,5.12,110,0,128,51,13.3,37,28,4.2,37.77780151,489.4440002,6.015160084,-0.500832975,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
755,756,KW-KY-S-24,128.8530278,37.46783333,5.4,7.36,0.51,11.23,5.12,91.77,0,128,51,10.9,37,28,4.2,18.93390083,484.2539978,4.527569771,-0.0714297,W,Water,B,2,,,,,,,,,,,,
756,757,KW-KY-S-25,128.8529722,37.46761111,7.06,0.47,0.195,12.3,6,174.6,0,128,51,10.7,37,28,3.4,6.171070099,484.1000061,-0.529187977,-0.033582401,W,Water,B,2,,,,,,,,,,,,
757,758,KW-KY-S-26,128.8515278,37.46836111,6.62,0.58,0.195,28,6,65.27,0,128,51,5.5,37,28,6.1,17.79660034,543.2360229,-0.226200998,3.209100008,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
758,759,KW-KY-S-27,128.8515278,37.46836111,5.76,0.69,0.35,30,3.49,42.27,0,128,51,5.5,37,28,6.1,17.79660034,543.2360229,-0.226200998,3.209100008,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
759,760,KW-KY-S-28,128.8506389,37.46830556,6.36,0.9,1.04,23.57,4.48,390.57,0,128,51,2.3,37,28,5.9,37.5760994,555.4949951,1.106719971,2.573999882,PcE,PYEONGCHANG,B,2,545,KOREA,1,D,0.5,0.5,4.11,32,46,22,12,0
760,761,KW-KY-S-29,128.8501389,37.46913889,6.15,18.98, ,24.1,2.23,328.5,0,128,51,0.5,37,28,8.9,14.55519962,517.3439941,0.389138013,-0.414573014,PcE,PYEONGCHANG,B,2,545,KOREA,1,D,0.5,0.5,4.11,32,46,22,12,0
761,762,KW-KY-S-54,128.8535,37.46763889,6.71,1.69,0.48,17.93,2.44,138.8,0,128,51,12.6,37,28,3.5,1.498980045,483.2470093,1.269510031,-0.190207005,W,Water,B,2,,,,,,,,,,,,
762,763,KW-KY-S-55,128.8535,37.46763889,6.52,3.88,0.745,15.96,2.17,159.91,0,128,51,12.6,37,28,3.5,1.498980045,483.2470093,1.269510031,-0.190207005,W,Water,B,2,,,,,,,,,,,,
763,764,KW-KY-S-56,128.8526667,37.46827778,6.16,0.88,0.115,14.66,2.94,75.95,0,128,51,9.6,37,28,5.8,49.43880081,526.4630127,0.306874007,-0.38282299,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
764,765,KW-KY-S-57,128.8526667,37.46827778,6.1,2.29,0.055,16.56,3.94,102.51,0,128,51,9.6,37,28,5.8,49.43880081,526.4630127,0.306874007,-0.38282299,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
765,766,KW-KY-S-58,128.8518056,37.46763889,7.13,33.74,1.26,26.55,7.28,280.8,0,128,51,6.5,37,28,3.5,6.399980068,482.8439941,1.058259964,0.092075601,W,Water,B,2,,,,,,,,,,,,
766,767,KW-KY-S-59,128.8518056,37.46763889,7.43,47.76,1.395,26.04,7.39,317.01,0,128,51,6.5,37,28,3.5,6.399980068,482.8439941,1.058259964,0.092075601,W,Water,B,2,,,,,,,,,,,,
767,768,KW-KY-S-60,128.8519444,37.46761111,6.49,2.27,0.94,27.81,8.61,244.33,0,128,51,7,37,28,3.4,7.287930012,483.9419861,-0.580298007,0.090722203,W,Water,B,2,,,,,,,,,,,,
768,769,KW-KY-S-61,128.8507778,37.46808333,6.79,1.84,0.275,23.82,5.02,193.94,0,128,51,2.8,37,28,5.1,46.08200073,553.1329956,-1.389469981,0.775321007,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
769,770,KW-KY-S-62,128.85075,37.46786111,7.13,1.14,0.31,27.14,4.88,202.47,0,128,51,2.7,37,28,4.3,51.62820053,541.4949951,-1.026679993,0.00139154,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
770,771,KW-KY-S-63,128.85075,37.46786111,7.25,1.19,0.415,25.59,4.99,215.2,0,128,51,2.7,37,28,4.3,51.62820053,541.4949951,-1.026679993,0.00139154,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
771,772,KW-KY-S-64,128.8494444,37.46811111,5.93,0.75,0.13,18.12,2.64,137.92,0,128,50,58,37,28,5.2,26.82229996,551.7080078,0.793323994,-0.436901003,KlF2,GWARIM,B,2,283,KOREA,1,B,0.5,0.5,14.94,15,44,41,3,0
772,773,KW-KY-S-65,128.8498611,37.46869444,6.57,0.25,0.375,29.29,4.65,154.55,0,128,50,59.5,37,28,7.3,23.21809959,535.0479736,-0.297612011,2.296380043,PcE,PYEONGCHANG,B,2,545,KOREA,1,D,0.5,0.5,4.11,32,46,22,12,0
773,774,KW-KY-S-66,128.8502222,37.46944444,6.51,0.47,0.04,17.86,2.18,73.39,0,128,51,0.8,37,28,10,18.09090042,508.8169861,0.872675002,-1.335700035,PcE,PYEONGCHANG,B,2,545,KOREA,1,D,0.5,0.5,4.11,32,46,22,12,0
774,775,KW-KY-S-67,128.8501389,37.46983333,6.95,12.9,0.585,23.04,5.64,194.22,0,128,51,0.5,37,28,11.4,14.99870014,496.0339966,0.227106005,-0.669623017,MjB,MAJI,B,2,238,KOREA,1,A,0.5,0.5,12.03,17,46,37,14,0
775,776,KW-DA-S-35,128.8532778,37.41186111,7.11,0.58, ,2.92, , ,0,128,51,11.8,37,24,42.7,8.342599869,530.8150024,-1.675150037,0.072897799,Ng,NAMGYE,B,2,316,KOREA,1,A,0.5,0.5,120.23,8.4,21.7,69.9,0,0
776,777,KW-KY-PS-01,128.8759444,37.46802778,6.2,17.6,0.9,28.7,1.1,350,0,128,52,33.4,37,28,4.9,3.841229916,621.3070068,0.461551011,-0.589231014,RB,RB,B,2,596,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
777,778,KW-KY-PS-02,128.8720278,37.47116667,4.4,60.5,0.2,40.7,19.9,145,0,128,52,19.3,37,28,16.2,42.54980087,608.0230103,5.46216011,-0.047116298,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
778,779,KW-KY-S-01,128.8603889,37.47091667,4.08,271.84,3.245,8.33,67.83,758.13,0,128,51,37.4,37,28,15.3,36.10189819,604.5109863,0.050965101,0.027527601,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
779,780,KW-KY-S-02,128.8601944,37.47066667,4.34,918.4,4.82,10.1,7.07,759.77,0,128,51,36.7,37,28,14.4,38.28079987,585.5839844,0.181492001,0.575779021,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
780,781,KW-KY-S-03,128.8599722,37.47019444,4.18,590.6,4.28,9.77,17.65,567.67,0,128,51,35.9,37,28,12.7,32.24729919,551.9639893,-0.0773139,0.241778001,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
781,782,KW-KY-S-04,128.8596944,37.46927778,4.87,2.2,0.61,24.57,31.22,283.2,0,128,51,34.9,37,28,9.4,29.61590004,541.8950195,0.107280999,0.158306003,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
782,783,KW-KY-S-05,128.8594444,37.46894444,4.71,2.47,0.15,10.8,4.94,134.13,0,128,51,34,37,28,8.2,27.97480011,551.6030273,0.496266007,1.049729943,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
783,784,KW-KY-S-06,128.8589722,37.46836111,5.12,0.58,0.785,15.33,20.43,229.87,0,128,51,32.3,37,28,6.1,21.07279968,549.367981,1.433969975,-0.417594999,JED,JEJU,B,2,492,KOREA,1,C,0.5,0.5,372.75,21.6,74.2,4.2,9.4,0
784,785,KW-KY-S-07,128.8595278,37.46736111,4.01,122.27,0.11,10.27,5.3,111,0,128,51,34.3,37,28,2.5,6.614699841,563,0.181475997,-0.59000802,JED,JEJU,B,2,492,KOREA,1,C,0.5,0.5,372.75,21.6,74.2,4.2,9.4,0
785,786,KW-KY-S-08,128.8601667,37.46694444,4.36,68.74,0.59,11.93,7.68,257.43,0,128,51,36.6,37,28,1,30.72050095,590.6149902,-0.320951015,-0.316799998,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
786,787,KW-KY-S-09,128.8596389,37.46713889,6.08,19.9,1.65,13.23,6.39,271,0,128,51,34.7,37,28,1.7,8.444279671,565.973999,0.121334001,-1.192880034,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
787,788,KW-KY-S-10,128.8596389,37.46713889,6.29,18.57,1.62,13.5,5.99,248.87,0,128,51,34.7,37,28,1.7,8.444279671,565.973999,0.121334001,-1.192880034,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
788,789,KW-KY-S-11,128.8588611,37.46755556,6.02,50.84,1.09,14.73,12.98,253.5,0,128,51,31.9,37,28,3.2,29.01479912,570.9559937,0.689575016,0.445679009,JED,JEJU,B,2,492,KOREA,1,C,0.5,0.5,372.75,21.6,74.2,4.2,9.4,0
789,790,KW-KY-S-12,128.8579444,37.46772222,6.07,16.69,1.215,25,11.55,269.03,0,128,51,28.6,37,28,3.8,23.37680054,589.7630005,-1.855389953,0.203690007,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
790,791,KW-KY-S-13,128.8579444,37.46772222,6.08,24.42,1.285,14.3,12.81,267.57,0,128,51,28.6,37,28,3.8,23.37680054,589.7630005,-1.855389953,0.203690007,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
791,792,KW-KY-S-14,128.8576389,37.467,5.56,405.7,5.015,14.47,25.31,554.33,0,128,51,27.5,37,28,1.2,22.83769989,599.4760132,-1.283769965,-0.169508994,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
792,793,KW-KY-S-15,128.8560556,37.46752778,5.33,2.47,0.09,9.6,2.09,92.37,0,128,51,21.8,37,28,3.1,28.58250046,544.0209961,-0.649150014,-0.616679013,DbF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
793,794,KW-KY-S-16,128.8560556,37.46752778,5.33,1.57, ,10.3,1.22,93.5,0,128,51,21.8,37,28,3.1,28.58250046,544.0209961,-0.649150014,-0.616679013,DbF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
