OBJECTID_x,ID,pH,As,Cd,Ni,Pb,Zn,Hg,slope,altitude,profile_curve,profile_c_num,profile_c_abs,planform_curve,planform_c_num,planform_c_abs,HYDGRP,HYDGRP_A,HYDGRP_B,HYDGRP_C,HYDGRP_D,ANION_EXCL,SOL_CRK,SOL_K1,CLAY1,SILT1,SAND1,ROCK1,SOL_EC1,distance
119,KW-SK-S-44,7.38,11.29,0.735,3.27,263.3,,0,14.49549961,474.57901,-1.158030033,1.158030033,0,-0.330763996,0.330763996,0,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.64895347
120,KW-SK-S-45,6.95,14.38,0.68,4.05,222.46,,0,14.49549961,474.57901,-1.158030033,1.158030033,0,-0.330763996,0.330763996,0,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.64833119
121,KW-SK-S-46,7.13,19.65,0.645,5.45,226.87,,0,4.320750237,475.4819946,0.773449004,0.773449004,1,0.031138999,0.031138999,1,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.58329822
122,KW-SK-S-47,6.99,29.32,0.655,5.32,209.01,,0,4.320750237,475.4819946,0.773449004,0.773449004,1,0.031138999,0.031138999,1,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.58329822
123,KW-SK-S-48,5.81,5.49,0.38,2.58,177.33,,0,26.99069977,553.3909912,0.793196023,0.793196023,1,-0.034685299,0.034685299,0,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.40224601
124,KW-SK-S-49,5.07,3.13,0.36,2.95,151.58,,0,26.99069977,553.3909912,0.793196023,0.793196023,1,-0.034685299,0.034685299,0,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.40224601
125,KW-SK-S-50,5.47,6.18,0.59,3.1,158.04,,0,30.25860023,565.7839966,0.072431996,0.072431996,1,0.404462993,0.404462993,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.38826416
126,KW-SK-S-51,5.74,6.21,0.455,2.73,157.54,,0,30.25860023,565.7839966,0.072431996,0.072431996,1,0.404462993,0.404462993,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.38826416
127,KW-SK-S-52,6.96,0.17,0.22,2.92,169.2,,0,26.33659935,590.8220215,-0.047702398,0.047702398,0,1.082669973,1.082669973,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.42442523
128,KW-SK-S-53,7.05,12.69,0.27,2.19,107.73,,0,31.68219948,585.401001,-0.033867698,0.033867698,0,0.547430992,0.547430992,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.3748922
129,KW-SK-S-54,5.96,21.75,0.56,4.45,118.93,,0,33.25460052,594.7050171,-0.131467998,0.131467998,0,-0.483518004,0.483518004,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.32841567
130,KW-SK-S-55,5.93,18.94,0.58,3.26,117.43,,0,33.25460052,594.7050171,-0.131467998,0.131467998,0,-0.483518004,0.483518004,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.32841567
131,KW-SK-S-56,6.2,49.29,0.765,3.65,98.65,,0,29.86879921,628.1820068,-1.313079953,1.313079953,0,0.755277991,0.755277991,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.20076877
132,KW-SK-S-57,5.84,30.92,0.795,3.22,92.95,,0,29.86879921,628.1820068,-1.313079953,1.313079953,0,0.755277991,0.755277991,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.20076877
133,KW-SK-S-58,6.07,0.35,0.145,3.21,92.36,,0,14.2510004,625.9760132,-1.051419973,1.051419973,0,1.835790038,1.835790038,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.68837153
134,KW-SK-S-59,5.36,0.23,0.095,2.65,96.55,,0,24.88750076,622.8530273,-2.312129974,2.312129974,0,1.096070051,1.096070051,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.69501861
135,KW-SK-S-60,7.62,0.56,0.15,3.91,120.35,,0,16.83530045,582.4320068,-0.959261,0.959261,0,0.832975984,0.832975984,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.61125178
136,KW-SK-S-61,7.21,1.74,0.12,2.88,99.51,,0,28.60070038,543.9379883,-0.042889699,0.042889699,0,0.336504996,0.336504996,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,28.45187281
137,KW-SK-S-62,6.17,2.96,0.09,2.15,86.62,,0,29.23940086,535.6560059,0.715434015,0.715434015,1,0.596049011,0.596049011,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.48026016
138,KW-SK-S-63,7.67,2.92,0.14,2.3,102.05,,0,28.96069908,565.9910278,0.213870004,0.213870004,1,0.118166998,0.118166998,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.41734943
139,KW-SK-S-64,6.64,14.07,0.21,4.77,84.62,,0,15.60540009,577.3289795,0.688699007,0.688699007,1,-0.536643028,0.536643028,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.35816035
140,KW-SK-S-65,7.17,12.18,0.145,4.02,98.47,,0,33.97439957,602.914978,-0.936809003,0.936809003,0,0.772418976,0.772418976,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.37742459
141,KW-SK-S-67,7.29,9.6,0.295,1.86,88.5,,0,39.05770111,531.8109741,-0.400985003,0.400985003,0,0.57289201,0.57289201,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,27.70924597
142,KW-SK-CS-01,5.64,1.39,0.505,3.64,3.15,,0,43.41870117,609.723999,0.300220013,0.300220013,1,1.367599964,1.367599964,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.7890105
143,KW-SK-CS-02,5.82,2.7,0.565,2.06,2.48,,0,43.41870117,609.723999,0.300220013,0.300220013,1,1.367599964,1.367599964,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.7890105
144,KW-YH-S-36,7.11,1.85,0.105,6.57,146.52,,0,14.96280003,167.7380066,1.49000001,1.49000001,1,-0.235952005,0.235952005,0,B,0,1,0,0,0.5,0.5,52.35,6,25,70,4,0,10.70177287
145,KW-YH-S-37,6.08,0.58,0.355,5.96,318.02,,0,44.61209869,337.269989,0.068844698,0.068844698,1,0.902828991,0.902828991,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,11.24495857
146,KW-YH-CS-03,7.46,0.47,0.04,2.8,77.57,,0,44.11619949,200.503006,-0.764679015,0.764679015,0,0.074309804,0.074309804,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,11.3087941
147,KW-YJ-PS-01,8.1,1.06,0.1,0.6,,,0,41.73329926,633.348999,0.642481029,0.642481029,1,0.031640999,0.031640999,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.17560347
148,KW-YJ-PS-02,7.7,1.06,0.1,0.6,,,0,37.33110046,557.71698,-0.407914013,0.407914013,0,0.836714983,0.836714983,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,12.95127962
149,KW-YJ-PS-03,7.4,1.06,0.1,0.5,,,0,8.445269585,400.3649902,0.677013993,0.677013993,1,-0.120350003,0.120350003,0,A,1,0,0,0,0.5,0.5,12.03,17,46,37,14,0,12.03660392
150,KW-YJ-S-04,5.65,0.25,0.06,3.17,,,0,11.05029964,901.539978,-0.422641009,0.422641009,0,2.937710047,2.937710047,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.79755872
151,KW-YJ-S-05,5.8,3.64,0.075,1.38,,,0,29.64039993,906.1599731,-0.00927399,0.00927399,0,-1.433349967,1.433349967,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.78633459
152,KW-YJ-S-06,6.17,0.94,0.05,0.47,,,0,17.84370041,631.0180054,-0.979265988,0.979265988,0,4.647689819,4.647689819,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.31855256
153,KW-YJ-S-07,5.66,1.68,0.065,0.35,,,0,36.58430099,595.2109985,-0.021839101,0.021839101,0,0.414440006,0.414440006,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.33241155
154,KW-YJ-S-08,5.41,1.25,0.035,0.47,,,0,36.58430099,595.2109985,-0.021839101,0.021839101,0,0.414440006,0.414440006,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.33241155
155,KW-YJ-S-10,7.14,0.37,0.03,0,,,0,25.39769936,581.3590088,0.00842138,0.00842138,1,-1.827029943,1.827029943,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.33575978
156,KW-YJ-S-11,7.19,1.57,0.09,0.86,,,0,36.80509949,591.9050293,0.667665005,0.667665005,1,0.452089012,0.452089012,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.38453428
157,KW-YJ-S-12,7.06,1.47,0.08,0.76,,,0,36.80509949,591.9050293,0.667665005,0.667665005,1,0.452089012,0.452089012,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.38453428
158,KW-YJ-S-13,4.78,0.48,0.1,0.89,,,0,33.88270187,626.2379761,-1.972380042,1.972380042,0,3.241240025,3.241240025,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.37712046
159,KW-YJ-S-14,6.1,0.8,0.075,0.26,,,0,13.03499985,639.0280151,-5.185379982,5.185379982,0,1.031900048,1.031900048,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.3280516
160,KW-YJ-S-15,7.42,1.62,0.07,0,,,0,41.15330124,611.2390137,0.654307008,0.654307008,1,0.083750002,0.083750002,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.33696116
161,KW-YJ-S-16,5.58,0.68,0.14,0.38,,,0,30.6807003,622.2249756,-1.463670015,1.463670015,0,2.485059977,2.485059977,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.37926764
162,KW-YJ-S-17,6.17,0.89,0.095,0.28,,,0,35.01490021,588.8850098,0.134661004,0.134661004,1,-0.0196357,0.0196357,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.34579577
163,KW-YJ-S-18,5.66,1.47,0.02,0.75,,,0,30.5468998,564.5009766,0.908110023,0.908110023,1,-0.27255401,0.27255401,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.34646043
164,KW-YJ-S-19,4.95,1.47,0.09,0.83,,,0,30.26709938,556.9760132,2.524070024,2.524070024,1,-1.052829981,1.052829981,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.34887893
165,KW-YJ-S-20,5.12,1.26,0.075,0.73,,,0,30.26709938,556.9760132,2.524070024,2.524070024,1,-1.052829981,1.052829981,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.34887893
166,KW-YJ-S-21,4.7,0.78,0.11,1.48,,,0,42.80039978,571.2880249,-1.248659968,1.248659968,0,0.233762994,0.233762994,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.36396061
167,KW-YJ-S-22,5.04,0.63,0.08,1.73,,,0,21.6298008,586.9160156,-0.600845993,0.600845993,0,3.230210066,3.230210066,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.35995416
168,KW-YJ-S-23,6.32,0.26,0.1,0.5,,,0,39.82339859,627.9199829,1.302690029,1.302690029,1,0.033403799,0.033403799,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.18408631
169,KW-YJ-S-24,8.16,0.52,0.015,0,,,0,36.08449936,607.5889893,0.938739002,0.938739002,1,-1.593490005,1.593490005,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.12578567
170,KW-YJ-S-25,8.48,0.38,0.04,0,,,0,36.08449936,607.5889893,0.938739002,0.938739002,1,-1.593490005,1.593490005,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.12578567
171,KW-YJ-S-26,6.21,1.24,0.095,2.37,,,0,45.36579895,596.7949829,-0.0493683,0.0493683,0,-1.149469972,1.149469972,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.10788262
172,KW-YJ-S-27,4.51,0.75,0.06,1.91,,,0,45.36579895,596.7949829,-0.0493683,0.0493683,0,-1.149469972,1.149469972,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.10788262
173,KW-YJ-S-28,7.48,0.99,0.005,0,,,0,11.20269966,643.0239868,-8.013790131,8.013790131,0,0.255501002,0.255501002,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.06544441
174,KW-YJ-S-29,6.12,1.36,0.125,0.33,,,0,34.95280075,594.1480103,0.213985994,0.213985994,1,2.855590105,2.855590105,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,13.00420382
175,KW-YJ-S-32,7.62,1.68,0.31,11.18,,,0,26.36000061,551.7880249,0.732756972,0.732756972,1,-0.21988,0.21988,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,12.48950843
176,KW-YJ-S-33,7.75,0.36,0.215,3.2,,,0,27.69009972,463.2630005,-0.605620027,0.605620027,0,-0.024686901,0.024686901,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,12.14752623
177,KW-YJ-S-34,8.04,1.56,0.03,0,,,0,1.518169999,388.644989,2.308500051,2.308500051,1,-1.388769984,1.388769984,0,A,1,0,0,0,0.5,0.5,120.84,9.6,35.3,55.1,9.5,0,11.88560272
178,KW-YJ-S-35,7.65,0.58,0.085,0,,,0,31.62129974,441.0480042,-0.187176004,0.187176004,0,0.975054979,0.975054979,1,A,1,0,0,0,0.5,0.5,10.17,17,25,58,8,0,10.87465399
179,KW-YJ-S-36,7.56,1.75,0.965,18.7,,,0,18.18740082,394.6099854,-0.127215996,0.127215996,0,0.686138988,0.686138988,1,A,1,0,0,0,0.5,0.5,10.17,17,25,58,8,0,10.19454339
180,KW-YJ-S-37,6.74,0.59,0.075,0.55,,,0,1.874559999,350.0690002,0.510834992,0.510834992,1,0.10605,0.10605,1,A,1,0,0,0,0.5,0.5,99.37,5.4,13.8,80.8,0,0,9.565075538
181,KW-YJ-CS-01,6.55,1.56,0.035,0,,,0,33.3246994,615.0289917,0.121276997,0.121276997,1,-2.250550032,2.250550032,0,A,1,0,0,0,0.5,0.5,10.17,17,25,58,8,0,12.40573439
182,KW-YJ-CS-02,6.89,0.75,0.09,0.76,,,0,33.3246994,615.0289917,0.121276997,0.121276997,1,-2.250550032,2.250550032,0,A,1,0,0,0,0.5,0.5,10.17,17,25,58,8,0,12.40573439
183,KW-YJ-CS-03,6.88,0.46,0.05,0.55,,,0,30.94190025,502.3770142,0.306625992,0.306625992,1,-0.560683012,0.560683012,0,A,1,0,0,0,0.5,0.5,10.17,17,25,58,8,0,10.23114688
184,KW-BJ-PS03,6.93,6.07,0.1,0.6,,,0,9.135379791,570.0700073,0.938490987,0.938490987,1,0.170179993,0.170179993,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.80054879
185,KW-BJ-S-33,8.26,1.18,0.245,0,,,0,9.135379791,570.0700073,0.938490987,0.938490987,1,0.170179993,0.170179993,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.79932523
186,KW-BJ-S-34,6.62,1.99,0.175,0,,,0,20.93540001,599.5650024,-1.354719996,1.354719996,0,1.486829996,1.486829996,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.7372126
187,KW-BJ-S-35,7.83,2.22,0.115,0,,,0,13.72999954,580.8410034,0.479817003,0.479817003,1,0.124835998,0.124835998,1,B,0,1,0,0,0.5,0.5,12.66,18,55,27,0,0,31.59400396
188,KW-BJ-S-36,7.76,1.74,0.14,0,,,0,33.98139954,641.7160034,-0.170674995,0.170674995,0,0.314677,0.314677,1,C,0,0,1,0,0.5,0.5,8.66,22,53,25,24,0,30.55534873
189,KW-BJ-S-37,7.57,0.36,0.19,0.05,,,0,33.47140121,565.8989868,0.286063999,0.286063999,1,0.892265022,0.892265022,1,D,0,0,0,1,0.5,0.5,4.11,32,46,22,12,0,31.50974022
190,KW-BJ-S-26,7.54,3.16,0.125,0,,,0,11.35369968,592.7630005,-0.915027022,0.915027022,0,-0.368396014,0.368396014,0,A,1,0,0,0,0.5,0.5,12.03,17,46,37,14,0,32.57092281
191,KW-BJ-S-27,7.87,3.43,0.12,0,,,0,11.35369968,592.7630005,-0.915027022,0.915027022,0,-0.368396014,0.368396014,0,A,1,0,0,0,0.5,0.5,12.03,17,46,37,14,0,32.57092281
192,KW-BJ-S-28,7.97,2.22,0.165,0,,,0,12.52960014,583.1790161,4.361730099,4.361730099,1,-0.550377011,0.550377011,0,A,1,0,0,0,0.5,0.5,12.03,17,46,37,14,0,32.51904047
193,KW-BJ-S-29,7.13,2.65,0.14,0,,,0,43.21250153,630.7039795,-0.635155976,0.635155976,0,-0.093163602,0.093163602,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.48833379
194,KW-BJ-S-30,8.18,260.34,0.18,0,,,0,23.6753006,739.5040283,-0.231399998,0.231399998,0,2.784229994,2.784229994,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.29809576
195,KW-BJ-S-31,8.08,2.18,0.12,0,,,0,26.68110085,725.0560303,0.659479022,0.659479022,1,0.642876983,0.642876983,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.03979052
196,KW-BJ-S-32,8.29,16.73,0.16,0,,,0,38.84719849,642.992981,0.222374007,0.222374007,1,-0.516394973,0.516394973,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.84644146
197,KW-BJ-S-60,9.27,0.37,0.21,1.31,,,0,28.38430023,706.9400024,-0.247667998,0.247667998,0,0.561169982,0.561169982,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.40488519
198,KW-BJ-S-61,7.1,1.78,0.01,1.77,,,0,17.30109978,583.0939941,-0.232324004,0.232324004,0,-0.00307592,0.00307592,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.91950526
199,KW-BJ-S-62,6.19,0.3,0.21,1.85,,,0,17.30109978,583.0939941,-0.232324004,0.232324004,0,-0.00307592,0.00307592,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.91950526
200,KW-BJ-S-63,6.56,0.36,0.21,2.27,,,0,22.88439941,589.7810059,0.096624799,0.096624799,1,-0.020562701,0.020562701,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.93863663
201,KW-BJ-S-64,6.56,0.15,0.005,3.28,,,0,22.88439941,589.7810059,0.096624799,0.096624799,1,-0.020562701,0.020562701,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.93863663
202,KW-BJ-S-65,6.42,0.47,0.21,1.58,,,0,19.54610062,576.5209961,1.11461997,1.11461997,1,0.249633998,0.249633998,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.86803695
203,KW-BJ-S-66,6.71,0.74,0.21,1.97,,,0,19.54610062,576.5209961,1.11461997,1.11461997,1,0.249633998,0.249633998,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.86803695
204,KW-BJ-S-67,4.96,1.54,0.03,2.76,,,0,14.35299969,573.4119873,1.136759996,1.136759996,1,-0.098590799,0.098590799,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,31.84563278
205,KW-BJ-PS01,6.93,6.07,0.1,0.6,,,0,28.90950012,686.026001,0.0122103,0.0122103,1,0.235598996,0.235598996,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.12820608
206,KW-BJ-PS02,6.93,6.07,0.1,0.9,,,0,8.514630318,621.3449707,0.260219991,0.260219991,1,0.100795999,0.100795999,1,C,0,0,1,0,0.5,0.5,2.95,39,43,19,60,0,32.57097997
207,KW-BJ-S-01,6.49,6.25,0.245,0.54,,,0,27.39819908,625.8880005,0.677594006,0.677594006,1,0.435651004,0.435651004,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.397186
208,KW-BJ-S-02,6.4,4.55,0.15,1.24,,,0,25.66239929,626.7999878,0.693150997,0.693150997,1,0.401890993,0.401890993,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.37887222
209,KW-BJ-S-03,6.58,2.88,0.195,0.43,,,0,15.28450012,618.5739746,1.108540058,1.108540058,1,0.226701006,0.226701006,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.38673326
210,KW-BJ-S-04,7.43,5.77,2.8,117.36,,,0,28.02729988,635.9899902,0.0102163,0.0102163,1,0.446740001,0.446740001,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.37669539
211,KW-BJ-S-05,7.19,5.27,3.84,58.14,,,0,27.69799995,641.4879761,-0.00618438,0.00618438,0,0.560953975,0.560953975,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.37107349
212,KW-BJ-S-06,6.77,4.78,0.21,0.14,,,0,27.10479927,649.2219849,0.239696994,0.239696994,1,0.718699992,0.718699992,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.34376283
213,KW-BJ-S-07,6.93,6.67,0.135,0,,,0,27.24629974,634.151001,0.065218598,0.065218598,1,-0.037564602,0.037564602,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.32296959
214,KW-BJ-S-08,6.99,6.93,0.145,0.08,,,0,27.24629974,634.151001,0.065218598,0.065218598,1,-0.037564602,0.037564602,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.32296959
215,KW-BJ-S-09,6.89,4.02,0.185,0,,,0,26.74679947,637.8309937,-0.199965,0.199965,0,0.0114608,0.0114608,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.33328542
216,KW-BJ-S-10,7.65,6.99,0.18,0,,,0,7.82528019,605.3309937,0.196142003,0.196142003,1,0.0481923,0.0481923,1,C,0,0,1,0,0.5,0.5,69.54,17.9,35.8,46.3,0,0,33.30309705
217,KW-BJ-S-11,8.17,1.09,0.155,0.33,,,0,23.24889946,596.6060181,5.838759899,5.838759899,1,-0.245956004,0.245956004,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.31078972
218,KW-BJ-S-12,7.69,1.62,0.14,0,,,0,23.24889946,596.6060181,5.838759899,5.838759899,1,-0.245956004,0.245956004,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.31078972
219,KW-BJ-S-13,4.35,2.06,0.175,0.58,,,0,30.75749969,630.1079712,-0.220390007,0.220390007,0,-0.657158017,0.657158017,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.23988797
220,KW-BJ-S-14,5.01,3.21,0.12,1.32,,,0,30.38890076,630.039978,-0.744403005,0.744403005,0,0.146466002,0.146466002,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.17595632
221,KW-BJ-S-15,5.51,2.7,0.225,0.92,,,0,36.06900024,713.8120117,0.00134541,0.00134541,1,0.210817993,0.210817993,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.18097058
222,KW-BJ-S-16,5.82,2.02,0.19,1.04,,,0,36.06900024,713.8120117,0.00134541,0.00134541,1,0.210817993,0.210817993,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.18097058
223,KW-BJ-S-17,7.33,1.29,0.165,0,,,0,26.80520058,709.2080078,1.217919946,1.217919946,1,-1.44224,1.44224,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.03036458
224,KW-BJ-S-18,7.81,2.47,0.155,0,,,0,30.63139915,714.0369873,0.498979002,0.498979002,1,-0.957563996,0.957563996,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.96181514
225,KW-BJ-S-19,7.95,1.81,0.13,0,,,0,30.63139915,714.0369873,0.498979002,0.498979002,1,-0.957563996,0.957563996,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.96181514
226,KW-BJ-S-20,5.35,3.08,0.16,0.4,,,0,29.64839935,660.0789795,-0.343129992,0.343129992,0,0.482309014,0.482309014,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.94073955
227,KW-BJ-S-21,7.38,3.31,0.125,0.41,,,0,25.42690086,653.367981,0.138652995,0.138652995,1,-0.099628203,0.099628203,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.88718486
228,KW-BJ-S-22,7.74,1.98,0.125,0,,,0,25.42690086,653.367981,0.138652995,0.138652995,1,-0.099628203,0.099628203,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.88718486
229,KW-BJ-S-23,6.64,2.64,0.145,0.48,,,0,26.59980011,627.4390259,1.096619964,1.096619964,1,-0.0474221,0.0474221,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,32.70004336
230,KW-BJ-S-24,5.04,1.75,0.13,1.21,,,0,12.81840038,615.7260132,0.502278984,0.502278984,1,0.109212004,0.109212004,1,A,1,0,0,0,0.5,0.5,12.03,17,46,37,14,0,32.60920468
231,KW-BJ-S-25,4.98,1.14,0.125,0.07,,,0,12.15649986,608.7039795,0.436246991,0.436246991,1,-0.842561007,0.842561007,0,C,0,0,1,0,0.5,0.5,2.95,39,43,19,60,0,32.57446596
232,KW-BJ-S-38,5.66,2.35,0.08,0.69,,,0,29.14220047,668.3619995,-0.274008006,0.274008006,0,3.861249924,3.861249924,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.31295662
233,KW-BJ-S-39,5.03,3.74,0,1.72,,,0,29.14220047,668.3619995,-0.274008006,0.274008006,0,3.861249924,3.861249924,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.31295662
234,KW-BJ-S-40,4.74,0.57,0.065,1.81,,,0,28.99410057,645.4910278,0.169942006,0.169942006,1,2.031270027,2.031270027,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.33123735
235,KW-BJ-S-41,5.02,1.35,0.035,1.46,,,0,28.99410057,645.4910278,0.169942006,0.169942006,1,2.031270027,2.031270027,1,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.33123735
236,KW-BJ-S-42,7.97,0.49,0.015,0.98,,,0,37.29050064,604.5670166,1.798900008,1.798900008,1,-0.103205003,0.103205003,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.27420608
237,KW-BJ-S-43,8.45,3.46,0.02,1.04,,,0,37.29050064,604.5670166,1.798900008,1.798900008,1,-0.103205003,0.103205003,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.27420608
238,KW-BJ-S-44,9.34,2.36,0.025,0.82,,,0,9.136039734,592.9710083,4.10326004,4.10326004,1,-0.129892007,0.129892007,0,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,33.20804421
239,KW-BJ-S-45,8.17,0.36,0.005,1.34,,,0,9.136039734,592.9710083,4.10326004,4.10326004,1,-0.129892007,0.129892007,0,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,33.20804421
240,KW-BJ-S-46,7.97,0.25,0.04,1.7,,,0,31.48360062,650.0280151,0.436419994,0.436419994,1,-0.858745992,0.858745992,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.2535859
241,KW-BJ-S-47,7.74,1.84,0.115,0.43,,,0,31.48360062,650.0280151,0.436419994,0.436419994,1,-0.858745992,0.858745992,0,B,0,1,0,0,0.5,0.5,14.94,15,44,41,3,0,33.2535859
