As_pred,As_real,Lon,Lan
1.418751059,1.047318994,127.7224444,37.43913889
1.839829127,2.4765384,126.8868889,37.18225
0.688041861,0.854415328,129.1545278,37.11141667
0.926817949,0.559615788,128.7900306,37.12371944
1.057859121,1.211940974,128.7978889,37.12644444
2.072468272,2.318458442,128.2731944,37.38469444
0.50614626,0.631271777,127.4872778,37.4285
0.582459993,0.625938431,126.8962778,37.18433333
0.617853487,0.223143551,128.8446389,37.28372222
0.508538724,0.21511138,127.7672222,37.4195
0.578958092,0.385262401,126.8895556,37.18202778
0.917515482,0.548121409,127.4885556,37.42077778
0.694064123,0.506817602,128.8596111,37.28055556
0.464068188,0.21511138,126.8971667,37.18394444
1.87414677,2.61958322,127.7231389,37.43883333
2.155622753,2.915606229,128.7810556,37.11447222
0.477570233,0.385262401,128.8647778,37.28002778
1.110422609,0.559615788,127.3058333,37.16619444
0.458130714,0.371563556,128.8638611,37.28097222
0.726044005,0.494696242,127.4795,37.41522222
0.666904933,0.548121409,127.4885556,37.42077778
0.495019784,0.385262401,128.2730833,37.37916667
0.447336585,0.364643114,129.1557778,37.11183333
1.620065585,1.978239036,128.8751944,37.39661111
0.294034351,0.131028262,127.4789444,37.41894444
0.889612364,0.457424847,129.1628333,37.12683333
0.39710703,0.405465108,128.8538611,37.28227778
0.714990401,0.500775288,129.1664167,37.11816667
0.762365764,0.625938431,128.7930556,37.37455556
1.090722364,1.376244025,128.77725,37.37286111
0.539739406,0.378436436,128.8108611,37.1315
1.018889802,0.955511445,128.8075278,37.12675
0.559259857,0.207014169,128.8639444,37.28363889
0.647434122,0.518793793,128.8740278,37.39438889
1.134713343,0.951657876,128.8109444,37.12925
1.100003486,0.806475866,127.30275,37.16761111
1.311850061,0.652325186,129.1588611,37.13138889
0.422452027,0.292669614,127.4793056,37.42091667
0.416209615,0.451075619,128.8633611,37.27966667
0.896107682,0.223143551,128.2728056,37.37972222
0.483113935,0.392042088,129.1540278,37.1115
1.653884955,1.95586048,127.3006111,37.17261111
0.634144852,0.500775288,129.1561389,37.11347222
1.109032164,0.31481074,128.8041111,37.12547222
1.103763206,1.134622726,127.771,37.42508333
0.719188944,0.548121409,128.8077778,37.12769444
1.170701836,1.294727168,129.1445,37.10405556
0.87581378,1.2753628,128.0951111,37.28155556
0.946940267,0.966983846,128.7874167,37.37325
0.963225463,0.385262401,128.7996667,37.12666667
0.875048662,0.810930216,127.7695833,37.42563889
0.920006774,0.418710335,127.3021944,37.16797222
0.636171059,0.810930216,129.1559167,37.11233333
1.488618959,1.495148766,128.8103889,37.13111111
1.056290465,1.033184483,128.8078056,37.12691667
0.994028986,0.932164081,127.2989167,37.17247222
0.407709857,0.300104592,127.4808889,37.41941667
1.502551881,1.731655545,126.8886667,37.18191667
2.024989765,2.733067964,128.8742222,37.39741667
0.77574687,0.392042088,128.7930556,37.37508333
0.780557869,0.806475866,129.1504444,37.10702778
0.766522788,0.231111721,127.4858333,37.42891667
1.007534338,1.095273387,127.3087778,37.16411111
0.770656763,0.947789399,126.8658056,37.17038889
1.51732432,1.264126727,126.8943333,37.18344444
0.683551838,0.223143551,127.7822778,37.42841667
1.112246123,1.319085611,128.7934167,37.37366667
0.782906468,0.565313809,128.0829444,37.27169444
1.351234715,1.401182974,129.1320556,37.10427778
0.448576478,0.277631737,128.8633611,37.27966667
0.672935447,0.751416089,128.8549722,37.28216667
0.58797295,0.385262401,127.7241111,37.43377778
1.908571684,1.667706821,128.0931944,37.28058333
0.684209635,0.703097511,129.157,37.11594444
1.385891588,0.779324877,127.3068889,37.16411111
0.696639496,0.548121409,128.83775,37.29138889
1.174570856,0.891998039,129.1505,37.10705556
1.139150963,0.3074847,128.2739167,37.38430556
1.725418648,1.981001469,127.3014722,37.17286111
0.926582149,0.722705983,127.3032222,37.17372222
0.830108543,0.553885113,127.4798889,37.41988889
1.333682982,0.91228271,129.1320556,37.10427778
1.153769153,0.746687947,128.8731667,37.39483333
1.951093224,3.194583132,127.7713056,37.42852778
0.652288526,0.904218151,126.8971667,37.18394444
0.445044335,0.3074847,129.1541667,37.11119444
1.474866472,1.95586048,127.3075556,37.16519444
1.683036377,2.557227311,128.8637778,37.27936111
1.137272886,0.451075619,126.8895556,37.18202778
0.849787435,0.576613364,128.8635278,37.28330556
0.604182614,0.058268908,128.8070278,37.12511111
1.023513683,0.3074847,128.0891389,37.27913889
0.851192916,0.385262401,128.7895833,37.37413889
1.22349273,1.297463147,127.4783333,37.41880556
1.326978772,1.211940974,128.8083056,37.12786111
0.582827266,0.431782416,127.7511944,37.42491667
2.411075279,3.039749159,128.2807222,37.35294444
0.930756378,0.350656872,127.7876667,37.42458333
0.851895933,1.286474026,128.7732222,37.37266667
2.027095031,3.114403803,126.8918056,37.18297222
0.895989164,0.904218151,128.8121111,37.13044444
0.783034422,0.904218151,128.8099167,37.13869444
1.953298176,2.851284369,128.2741111,37.38275
0.941152844,1.057790294,127.7797222,37.42547222
0.954686438,0.904218151,127.2983333,37.17138889
0.737104085,0.392042088,128.7925556,37.37411111
0.369211355,0.039220713,128.78675,37.37302778
0.509824728,0.703097511,129.1591389,37.11730556
1.391080418,1.870262531,126.8880556,37.18155556
1.763224216,1.912501087,127.3047222,37.17327778
0.918425289,0.31481074,128.8732222,37.39522222
2.04822567,2.60194867,126.8928056,37.18291667
1.107733351,0.904218151,128.7945556,37.12388889
2.445250916,3.124565145,126.8844444,37.18308333
0.575885619,0.559615788,128.0892222,37.27961111
1.325121911,0.457424847,126.8950278,37.18616667
0.931890339,0.457424847,128.8697222,37.3965
1.101441291,1.202972304,128.7637778,37.37172222
0.826390254,0.392042088,128.7931944,37.37377778
1.300883416,0.871293366,128.789,37.11986111
1.799100514,1.247032294,128.2741111,37.38275
0.722071805,0.815364813,128.8065,37.12602778
1.958150883,1.843719208,129.14075,37.10311111
0.987256763,0.451075619,127.4808611,37.42022222
1.46769916,1.300191662,127.7876667,37.42458333
1.665134032,1.244154594,128.2742222,37.36986111
0.789618619,0.457424847,128.8622778,37.27869444
2.347560204,2.733067964,126.8897778,37.18202778
0.564353307,0.300104592,128.7919722,37.12233333
0.749228944,1.01884732,127.7814444,37.42580556
2.031886018,3.194583132,127.7225,37.43911111
1.485237579,1.043804052,128.275,37.36902778
1.288478187,1.10856262,127.7756389,37.42527778
0.606108352,0.631271777,128.8629444,37.28169444
0.520016749,0.438254931,127.4829444,37.42372222
0.513227188,0.593326845,127.7756389,37.42527778
0.399189322,0.223143551,127.4776389,37.41855556
1.767474413,1.735189118,127.47875,37.41680556
0.494501982,0.350656872,128.8623333,37.27952778
0.74648666,0.641853886,128.8464167,37.28316667
0.473645739,0.300104592,127.4870278,37.42955556
0.973128037,0.819779831,128.7558611,37.36958333
0.527638781,0.246860078,129.1545278,37.11141667
0.901544608,0.223143551,127.4851944,37.42697222
1.380242007,0.553885113,127.2989167,37.17247222
1.159548252,0.246860078,128.79025,37.37416667
1.175305249,1.425515074,127.3155556,37.15905556
1.273302029,1.16315081,127.7764722,37.42530556
0.669371436,0.392042088,127.77075,37.42508333
1.455439705,1.568615918,128.2731389,37.37722222
0.857259078,0.559615788,127.3029444,37.16638889
0.354671774,0.223143551,128.87425,37.39725
0.614138052,0.536493371,128.8629444,37.28169444
0.600826753,0.378436436,127.7231944,37.43361111
0.422993633,0.3074847,127.5008889,37.43569444
1.542798253,2.87807423,128.8645278,37.28152778
1.114634371,1.444563269,129.1511944,37.10752778
0.995658624,0.431782416,128.2730556,37.38047222
0.711344844,0.31481074,128.1160556,37.28077778
1.470278594,1.740466175,126.8865278,37.18163889
1.604706259,1.5518088,128.2751111,37.36833333
1.360450556,1.987874348,128.7893611,37.37338889
0.45846011,0.300104592,126.8938889,37.18305556
1.10599477,0.576613364,127.4788056,37.42102778
0.688719982,0.300104592,129.1554722,37.11147222
1.340628075,1.835776355,127.3045833,37.17505556
1.253523575,0.722705983,127.2990833,37.17125
0.522267349,0.048790164,128.8722778,37.39058333
0.611881616,0.431782416,128.8430833,37.28516667
1.448846711,1.613429934,127.4793889,37.41588889
1.040040463,1.178654996,127.7692222,37.42622222
1.835294179,1.95586048,128.8464444,37.11238889
1.62552456,1.472472057,127.7735,37.42491667
0.687523937,0.615185639,127.7723611,37.42516667
1.561953866,1.211940974,128.8641389,37.28344444
0.922945725,0.285178942,127.7695833,37.42563889
1.486244743,1.208960346,128.8645278,37.28152778
2.053534412,2.351375257,128.2734722,37.38111111
0.773172312,0.3074847,128.2729167,37.37802778
0.618487993,1.01523068,129.1574722,37.114
1.733632488,2.447550863,129.1254444,37.1035
1.481580664,1.30833282,127.2894722,37.16227778
0.808702684,0.21511138,127.7657778,37.40133333
1.289142765,1.294727168,127.3036111,37.16861111
0.906368506,0.385262401,128.8082778,37.12736111
0.710854648,0.385262401,128.819,37.12594444
1.593213049,2.360854001,126.8899722,37.18352778
0.712918715,0.392042088,127.7810278,37.42663889
0.733402394,0.810930216,128.0886389,37.25413889
0.879807108,0.3074847,128.8007222,37.126
1.034962432,1.280933845,128.819,37.12594444
0.637383986,0.350656872,128.0836389,37.27261111
0.627081612,0.741937345,128.8744167,37.39463889
0.412567921,0.364643114,126.8896667,37.18102778
1.636369259,1.960094784,129.1130278,37.10813889
0.754659348,0.858661619,128.8640556,37.28355556
0.545069344,0.576613364,128.8626944,37.2795
0.909279661,0.231111721,129.1505,37.10705556
0.654365938,0.378436436,127.782,37.42805556
2.273860791,3.027715319,126.8886389,37.18097222
0.958849152,0.875468737,128.8109444,37.12927778
0.685932332,0.90016135,129.1561389,37.11280556
0.810143426,0.854415328,127.7723889,37.42502778
1.129495613,0.90825856,127.4850833,37.42705556
1.971328011,3.194583132,127.7237222,37.435
0.556159431,0.385262401,128.0848056,37.25452778
2.074404335,2.860485124,129.1254444,37.1035
0.931721705,0.58221562,128.8103333,37.12936111
0.602321099,0.438254931,129.1550833,37.11122222
1.333882505,1.238374231,127.7738611,37.425
0.599241611,0.3074847,129.1518889,37.10755556
1.631396644,1.95586048,127.3018889,37.17241667
0.679158476,0.300104592,127.7818056,37.42788889
1.13395105,0.858661619,127.7273056,37.43311111
0.663538355,0.792992516,127.4950278,37.43005556
0.467031935,0.207014169,128.0855278,37.24858333
0.716281025,1.294727168,128.8464167,37.28316667
1.36715191,1.605429891,128.7928333,37.37488889
1.277988285,0.943905899,127.2969444,37.16944444
0.511282751,0.2390169,128.8628611,37.28041667
0.90303866,0.3074847,127.4788056,37.42102778
1.570584525,1.391281903,128.2730278,37.38491667
0.458901281,0.392042088,129.1541667,37.11119444
0.658037454,0.815364813,128.7929167,37.12322222
0.615434482,0.760805829,127.4829444,37.42372222
1.942428735,2.089391873,128.2743889,37.38283333
0.760908546,0.858661619,128.8113056,37.12930556
1.689068756,1.570697084,127.7804444,37.42572222
1.435293949,1.465567542,128.8700278,37.38755556
0.528699188,0.231111721,129.1554722,37.11147222
0.898833981,0.392042088,128.7924444,37.37538889
0.692947747,0.405465108,128.8075278,37.12675
0.712372814,0.703097511,129.1576667,37.11602778
1.982124262,2.404238747,126.8961389,37.18447222
1.053131898,1.244154594,127.2895556,37.15105556
1.057976583,1.172482137,127.4783889,37.41725
1.930105148,2.712706013,126.8755556,37.18066667
0.563565215,0.470003629,128.7864722,37.12983333
0.819738665,0.451075619,128.0953056,37.28197222
1.693983379,2.385086315,126.8908889,37.18236111
1.641914848,0.559615788,127.7276389,37.43394444
0.402898301,0.2390169,128.8587222,37.27702778
1.405217876,1.121677562,127.7826389,37.4285
0.581306884,0.076961041,127.4838056,37.42377778
1.652792038,1.16315081,128.2758056,37.36747222
0.474150882,0.500775288,127.4818611,37.42211111
0.531096675,0.451075619,129.1574722,37.114
1.340723528,1.987874348,128.7893056,37.37377778
0.864630483,0.548121409,127.4873611,37.43013889
0.44397875,0.451075619,128.8696111,37.39344444
0.6161549,0.792992516,127.4784444,37.41805556
1.029347737,0.806475866,127.7671389,37.42602778
0.488991759,0.451075619,126.89325,37.18297222
1.436461162,1.342864803,129.1508611,37.10875
0.920749144,0.620576488,127.4836944,37.42461111
0.848478203,0.223143551,127.4810278,37.41377778
0.379929241,0.3074847,128.8697222,37.3965
0.749864312,0.378436436,127.4803333,37.41422222
1.957871213,2.377692565,129.1353611,37.10311111
0.997705304,1.16938136,127.3140556,37.14727778
0.666315506,0.90016135,128.8635833,37.28119444
0.467297671,0.470003629,127.4801944,37.42113889
0.573411853,0.615185639,128.8623333,37.27952778
0.663014974,0.58221562,127.7818889,37.42802778
0.876978595,0.828551818,127.4794167,37.42011111
0.924744109,1.305626458,128.0976944,37.28108333
0.947641731,1.147402453,128.79725,37.12558333
0.830798033,0.559615788,128.2732222,37.37652778
0.903727457,0.810930216,128.8108333,37.13041667
1.28856592,1.187843422,128.7838889,37.37291667
0.736397755,0.371563556,128.7914444,37.375
2.009103146,3.194583132,127.7296667,37.43319444
0.693148661,0.500775288,128.8446389,37.28375
1.436690863,1.302912752,128.8101667,37.12936111
1.096028699,0.343589704,128.7671667,37.37788889
0.890934246,1.193922468,127.4834444,37.42597222
0.843203271,0.570979547,128.7933611,37.37355556
0.806231443,0.524728529,128.2732778,37.37672222
0.485470634,0.553885113,128.8638889,37.28027778
1.092234912,0.722705983,126.8613611,37.20572222
0.458856917,0.21511138,127.7651944,37.41116667
1.196321657,1.220829921,128.7838889,37.37291667
1.99694294,1.366091654,126.8766389,37.18161111
0.554363395,0.641853886,127.5051389,37.43425
1.357134155,1.30833282,126.8899722,37.18352778
0.370991187,0.2390169,128.2731111,37.37925
1.569859233,2.994731773,128.2732222,37.37652778
1.515270125,1.105256831,126.8881389,37.18180556
1.569111129,1.722766598,128.2739167,37.38430556
0.865506806,0.223143551,128.8644722,37.28119444
1.04751964,1.235471471,128.8746111,37.39563889
0.608993542,0.58221562,129.1557778,37.11183333
1.99083835,1.908059925,127.7233889,37.43488889
0.648344768,0.862889955,128.8183889,37.30116667
1.423730501,1.022450928,127.7305,37.43261111
0.612313451,0.463734016,126.8938889,37.18305556
1.951882181,3.194583132,127.7323889,37.43233333
0.553155946,0.371563556,128.8635278,37.28330556
1.449904528,1.368639426,127.4775,37.419
2.254600594,2.543961413,128.2739444,37.38430556
0.909759187,0.3074847,128.7928611,37.37388889
1.509127061,1.327075001,127.7808889,37.42597222
0.754909813,0.21511138,127.7755,37.42513889
1.893931141,1.971299383,126.8856111,37.18236111
1.489825563,0.924258902,127.7342222,37.43169444
0.380947388,0.131028262,127.4821944,37.42294444
0.935120372,0.548121409,128.8082222,37.12927778
1.217264223,1.297463147,128.8466667,37.28313889
0.460627766,0.31481074,128.8644722,37.28119444
1.570314086,1.549687908,128.2731944,37.38469444
1.013709559,0.329303747,128.7851389,37.37280556
2.124371278,2.719319793,128.2734167,37.38461111
1.118950388,1.300191662,128.7930556,37.37344444
0.301289851,0.113328685,127.4792222,37.41802778
0.771826767,0.862889955,129.1508611,37.10769444
0.782787731,0.932164081,129.1595278,37.11797222
1.04385023,1.137833002,128.7755833,37.37211111
0.869843491,0.90825856,128.8069444,37.12455556
0.656575764,0.048790164,128.8729444,37.39561111
