Cd_pred,Cd_real,Lon,Lan
0.087225963,0.086177696,128.8610833,37.46702778
0.135527138,0.126632651,128.8565556,37.46775
0.066119266,0.044016885,127.4926944,37.79877778
0.104661986,0.048790164,128.8109444,37.12925
0.076108589,0.058268908,127.7591944,37.51363889
0.118497282,0.058268908,128.8502222,37.46944444
0.656314443,0.625938431,129.1508611,37.10875
0.254987544,0.139761942,128.8640556,37.28355556
0.374438825,0.463734016,127.7771111,37.42505556
0.102384429,0.117783036,128.0863056,37.26052778
0.0995457,0.067658648,128.78675,37.37302778
0.100709164,0.067658648,127.7231944,37.43361111
0.224920011,0.100749903,127.7230556,37.43555556
0.297931554,0.262364264,127.7255278,37.4335
0.098042131,0.099845335,127.4823333,37.42286111
0.084376923,0.034401427,127.4897778,37.79927778
0.107399058,0.104360015,127.4041111,37.78591667
0.136726406,0.126632651,128.0862222,37.82313889
0.238289687,0.108854405,128.0858889,37.82330556
0.07864023,0.086177696,127.7668611,37.51102778
0.069014292,0.067658648,127.4848611,37.79913889
0.281717609,0.246860078,128.8596111,37.28055556
0.096199876,0.076961041,128.8526667,37.46827778
0.440786019,0.476234179,127.7819444,37.42813889
0.074364451,0.024692613,128.275,37.36902778
0.087235323,0.058268908,127.7620278,37.51244444
0.108396983,0.103458708,127.3955833,37.79219444
0.107964881,0.122217633,127.7228611,37.43894444
0.074117003,0.019802627,127.51875,37.80594444
0.144559483,0.173953307,127.4936944,37.80097222
0.054904494,0.014888612,127.7808889,37.42597222
0.121589163,0.182321557,127.7586944,37.51411111
0.349248543,0.311154429,129.1557778,37.11183333
0.095494805,0.09531018,128.0805556,37.82788889
0.236254959,0.19062036,128.0949722,37.28205556
0.22279703,0.058268908,128.2738056,37.37472222
0.073691532,0.014888612,127.7672778,37.51072222
0.24741717,0.3074847,128.8077778,37.12769444
0.17826041,0.182321557,127.7640833,37.51241667
0.099079488,0.104360015,127.3996111,37.79602778
0.147249107,0.099845335,128.7864722,37.12983333
0.06259164,0,128.8622778,37.27869444
0.115992943,0.126632651,126.8899722,37.18352778
0.106524976,0.090754363,128.0967778,37.79836111
0.24053543,0.19062036,128.0951111,37.28155556
0.26365645,0.273836666,127.7242778,37.44325
0.327461137,0.086177696,127.3047222,37.17327778
0.075702162,0.048790164,128.7755833,37.37211111
0.120641133,0.144100344,127.7818889,37.42802778
0.523970469,0.533565111,129.1504444,37.10702778
0.183373709,0.152721087,127.2895556,37.15105556
0.094374363,0.034401427,128.8628889,37.28102778
0.067667662,0.044016885,128.8697222,37.3965
0.203572484,0.19062036,126.8926944,37.18297222
0.30060055,0.100749903,127.7236667,37.43527778
0.12867849,0.090754363,128.8041111,37.12547222
0.092973837,0.076961041,127.4929444,37.78494444
0.121412611,0.113328685,126.8971667,37.18394444
0.156993141,0.157003749,127.7676944,37.51822222
0.075590932,0.029558802,127.4969167,37.80144444
0.183205036,0.104360015,127.3996111,37.79708333
0.133342622,0.194744077,128.8765556,37.39702778
0.090278428,0.029558802,128.0921111,37.81508333
0.073267609,0.029558802,127.5049722,37.80488889
0.104954508,0.135404637,128.8700833,37.39588889
0.450508015,0.457424847,129.1554722,37.11147222
0.054255849,0.009950331,128.8750833,37.39713889
0.095852502,0.099845335,126.8926944,37.18297222
0.27839708,0.182321557,128.8456944,37.28333333
0.395881314,0.447885824,128.7919722,37.12233333
0.105724962,0.113328685,128.8731667,37.39483333
0.184304303,0.182321557,128.08975,37.82202778
0.17293458,0.086177696,128.2742778,37.38413889
0.483523223,0.647103242,127.7786111,37.42544444
0.070006075,0.044016885,127.4956944,37.80144444
0.055043796,0.014888612,128.8615278,37.27852778
0.118880522,0.104360015,127.7585278,37.51447222
0.314788848,0.113328685,129.1561389,37.11280556
0.148244708,0.165514438,128.0853611,37.82266667
0.14701997,0.090754363,126.8934444,37.18325
0.27772889,0.161268148,128.8643056,37.28355556
0.097480755,0.108854405,128.8732222,37.39688889
0.0752053,0.014888612,127.7884722,37.52919444
0.08672405,0.09531018,127.7743889,37.53744444
0.119090276,0.131028262,128.8722778,37.39058333
0.117808395,0.099845335,127.3006111,37.17261111
0.131969837,0.086177696,128.27375,37.3415
0.140948092,0.227135573,127.7793056,37.53511111
0.0522747,0.004987542,127.4838611,37.79863889
0.098865976,0.029558802,128.2734167,37.38461111
0.119744655,0.099845335,126.8928056,37.18291667
0.125949145,0.058268908,128.2755556,37.365
0.083799758,0.072320662,128.8481944,37.47244444
0.151330192,0.165514438,128.0995556,37.79827778
0.074692195,0.058268908,127.7565556,37.52463889
0.191955627,0.173953307,129.1574722,37.114
0.154386656,0.277631737,128.8731389,37.39438889
0.657639677,0.826366024,129.1514722,37.10847222
0.09904716,0.090754363,128.8567222,37.46294444
0.176030013,0.182321557,127.7955278,37.52247222
0.120462834,0.086177696,128.0853611,37.82266667
0.104479185,0.086177696,128.8589722,37.46836111
0.142904627,0.182321557,127.7953611,37.52255556
0.142543285,0.152721087,128.8466667,37.28313889
0.112860375,0.135404637,128.8771667,37.397
0.163039685,0.029558802,129.1534444,37.11119444
0.678514425,0.806475866,129.1242222,37.10927778
0.1497305,0.053540767,128.2741111,37.37477778
0.059255649,0.019802627,128.8734722,37.39633333
0.070692001,0.029558802,127.5007222,37.74
0.084783489,0.09531018,127.5008889,37.43569444
0.072785641,0.099845335,128.2742222,37.36986111
0.118233324,0.152721087,127.2983333,37.17138889
0.139546247,0.034401427,127.7886111,37.52833333
0.06086869,0.044016885,128.2760556,37.37688889
0.078657258,0.053540767,127.4911111,37.74130556
0.063208233,0.058268908,127.7802222,37.51180556
0.04965094,0.029558802,127.4878611,37.79886111
0.088054625,0.058268908,127.7689722,37.51111111
0.076412268,0.076961041,128.7934167,37.37366667
0.102461174,0.044016885,128.7671667,37.37788889
0.316842953,0.405465108,128.7874722,37.37327778
0.113759845,0.086177696,129.1628333,37.12683333
0.126823127,0.09531018,128.0907778,37.82136111
0.262271793,0.104360015,127.7781667,37.42552778
0.393063214,0.479334957,128.8121111,37.13044444
0.105580999,0.135404637,127.4783889,37.41725
0.065956066,0.004987542,127.4850278,37.79708333
0.102858506,0.090754363,127.4982222,37.80327778
0.059770882,0.039220713,127.4912778,37.79886111
0.098645186,0.067658648,126.8898611,37.18247222
0.120222741,0.099845335,127.7817222,37.42847222
