As_pred,As_real,Lon,Lan
0.774500279,0.431782416,128.8016111,37.37666667
0.945134938,1.534714366,128.7929167,37.12322222
1.436945924,1.517322624,128.0823611,37.82713889
0.460030981,0.451075619,128.8638611,37.28097222
0.565355462,0.223143551,127.7764722,37.42530556
0.487322554,0.631271777,129.1557778,37.11183333
0.433881221,0.357674444,127.7612222,37.51327778
0.585539761,0.444685821,126.89325,37.18297222
0.735606527,0.392042088,127.7233889,37.43488889
1.271906668,0.3074847,127.5035278,37.73483333
0.968804014,0.854415328,128.0862222,37.82313889
0.473517931,0.131028262,127.7562222,37.51922222
0.414499162,0.364643114,128.8703611,37.39255556
0.600396639,0.565313809,127.7571944,37.51802778
0.650409579,0.3074847,128.8560556,37.46752778
0.479298516,0.457424847,127.4784444,37.41805556
1.1262952,0.783901544,127.7786111,37.42544444
0.730682434,0.451075619,127.3133611,37.15494444
1.830193249,2.602689685,129.1384167,37.10244444
1.240432207,1.098612289,127.3018056,37.17330556
1.197227715,0.854415328,127.4838611,37.79863889
0.824899713,0.482426149,127.7609722,37.51236111
0.597791824,0.940007258,128.7996667,37.12666667
1.582543773,0.350656872,127.4986667,37.80325
0.584932411,0.457424847,127.771,37.42508333
0.120954158,0.463734016,128.86375,37.28169444
0.829359245,0.378436436,127.50525,37.73463889
0.56764397,0.451075619,127.2969444,37.16916667
1.933954327,2.923161581,127.7743889,37.42505556
2.494984589,2.60194867,127.2895556,37.15105556
1.325973107,0.810930216,128.7740833,37.11319444
0.901546848,1.244154594,128.08275,37.82625
1.265436904,1.17557333,127.40125,37.80230556
0.685709734,0.285178942,129.1591389,37.11730556
0.282104329,0.048790164,127.7677778,37.51102778
0.516666207,0.173953307,127.4908056,37.79877778
2.264470602,2.733067964,128.8110833,37.13130556
0.570419032,0.19062036,128.8610833,37.46702778
0.61980178,0.277631737,129.1113056,37.10536111
1.208691097,1.637053079,127.4870278,37.42955556
0.589747484,0.932164081,126.8848056,37.18227778
1.833324011,1.987874348,127.7231389,37.43391667
0.557823287,0.21511138,129.1561389,37.11347222
0.670910926,0.631271777,127.4923056,37.80063889
0.642672988,0.300104592,129.1511944,37.10752778
0.805950006,0.463734016,128.8628889,37.28102778
0.897856289,0.862889955,129.1534444,37.11119444
1.0087438,1.294727168,128.2730278,37.38491667
0.577795555,0.300104592,126.8880556,37.18155556
0.924544335,1.266947603,127.3987222,37.79616667
1.043851972,0.943905899,128.8183889,37.30116667
0.095562486,0.438254931,128.8729444,37.39561111
0.576801943,0.300104592,128.8077778,37.12769444
1.289577877,0.854415328,128.7851389,37.37280556
0.621810781,0.774727168,127.4022778,37.78288889
0.713882545,0.371563556,127.7885556,37.52572222
0.907812319,1.302912752,127.4968056,37.80205556
1.851237345,2.719319793,127.7731667,37.42516667
0.261507886,0.500775288,128.8753333,37.39794444
0.730813945,0.810930216,127.4788056,37.42102778
1.375791721,1.662030363,127.3018889,37.17241667
1.44767945,1.105256831,127.3036111,37.16861111
1.035540575,0.693147181,128.0846944,37.82375
0.639891733,0.982078472,129.1576667,37.11602778
0.307852117,0.631271777,127.5008889,37.43569444
0.153849213,0.223143551,127.489,37.79925
0.888295861,1.16315081,127.3956944,37.79283333
0.635571785,0.3074847,128.7880556,37.37336111
0.631495545,0.678033543,128.8750833,37.39713889
1.68324656,0.3074847,128.7928889,37.37355556
1.455839071,0.722705983,128.7990556,37.12680556
1.14425919,0.802001585,127.4885556,37.42077778
1.371054311,0.39877612,128.0855278,37.24858333
1.015491401,0.392042088,128.7590556,37.37166667
0.812121055,0.524728529,128.2730833,37.37916667
1.501325127,1.843719208,129.1595278,37.11797222
0.804883825,0.31481074,129.1588611,37.13138889
1.629103762,1.740466175,127.2989167,37.17247222
1.089584413,1.30833282,128.0929444,37.28225
0.507505949,0.207014169,126.8906944,37.18219444
1.071199433,1.378766095,128.8556389,37.46752778
0.631162598,0.854415328,128.0967778,37.80697222
0.883644404,0.631271777,126.8961389,37.18447222
0.974729131,1.286474026,128.8506389,37.46830556
1.560780003,1.217875709,128.8659444,37.27536111
1.400939166,0.97455964,129.1254444,37.1035
0.830640619,1.01884732,128.8556389,37.46752778
0.717947947,0.463734016,127.2990833,37.17125
0.751437293,1.00063188,127.3987778,37.79508333
0.705010424,0.300104592,127.4017222,37.80122222
0.61957005,0.254642218,127.4795,37.41522222
1.033489228,1.376244025,128.8536944,37.46783333
0.570674376,0.277631737,127.4768333,37.41897222
0.529703329,0.488580015,128.8083889,37.12816667
