OBJECTID_x,ID,start_lon,start_lan,pH,As,Cd,Ni,Pb,Zn,Hg,Lon,Lan,lon_degree,lon_minute,lon_sec,lan_degree,lan_minute,lan_sec
393,KW-YW-S-34,128.1623,37.2304,5.06,0.68,0.115,6.46,,,0,128.2758056,37.36747222,128,16,32.9,37,22,2.9
394,KW-YW-S-35,128.1623,37.2304,7.04,0.37,0.12,2.18,,,0,128.2753333,37.36272222,128,16,31.2,37,21,45.8
395,KW-YW-S-36,128.1623,37.2304,5.32,1.58,0.035,2.04,,,0,128.2768889,37.35772222,128,16,36.8,37,21,27.8
396,KW-YW-S-37,128.1623,37.2304,7.19,0.6,0.205,6.39,,,0,128.2807222,37.35294444,128,16,50.6,37,21,10.6
397,KW-YW-S-43,128.1623,37.2304,6.46,2.6,0.055,2.07,,,0,128.2735556,37.37766667,128,16,24.8,37,22,39.6
398,KW-YW-S-44,128.1623,37.2304,6.61,0.47,0,1.48,,,0,128.2741111,37.37477778,128,16,26.8,37,22,29.2
399,KW-YW-S-45,128.1623,37.2304,6.55,1.26,0.085,4.25,,,0,128.2741111,37.37477778,128,16,26.8,37,22,29.2
400,KW-YW-S-46,128.1623,37.2304,6.51,1.58,0.015,1.61,,,0,128.27425,37.37366667,128,16,27.3,37,22,25.2
401,KW-YW-S-47,128.1623,37.2304,6.15,1.37,0.06,2.31,,,0,128.27425,37.37366667,128,16,27.3,37,22,25.2
402,KW-YW-S-48,128.1623,37.2304,5.22,0.59,0.04,8.2,,,0,128.2742222,37.36986111,128,16,27.2,37,22,11.5
403,KW-YW-S-49,128.1623,37.2304,5.24,0.24,0.28,7.99,,,0,128.2742222,37.36986111,128,16,27.2,37,22,11.5
404,KW-YW-S-50,128.1623,37.2304,5.93,1.47,0.28,0.51,,,0,128.275,37.36902778,128,16,30,37,22,8.5
405,KW-YW-S-51,128.1623,37.2304,5.74,0.6,0.04,3.98,,,0,128.275,37.36902778,128,16,30,37,22,8.5
406,KW-YW-S-52,128.1623,37.2304,5.98,0.23,0.28,1.37,,,0,128.2751111,37.36833333,128,16,30.4,37,22,6
407,KW-YW-CS-01,128.1623,37.2304,5.12,1.31,0.055,2.16,,,0,128.2760556,37.37688889,128,16,33.8,37,22,36.8
408,KW-YW-CS-02,128.1623,37.2304,5.05,0.64,0.05,1.91,,,0,128.2760556,37.37688889,128,16,33.8,37,22,36.8
409,KW-YW-S-01,128.1623,37.2304,4.69,1.26,0.23,56.41,,,0,128.2734167,37.38461111,128,16,24.3,37,23,4.6
410,KW-YW-S-02,128.1623,37.2304,5.22,0.26,0.73,16.76,,,0,128.2731944,37.38469444,128,16,23.5,37,23,4.9
411,KW-YW-S-03,128.1623,37.2304,5.23,0.24,0.905,18.74,,,0,128.2731944,37.38469444,128,16,23.5,37,23,4.9
412,KW-YW-S-04,128.1623,37.2304,5.89,0.35,1.165,42.11,,,0,128.2730278,37.38491667,128,16,22.9,37,23,5.7
413,KW-YW-S-05,128.1623,37.2304,5.05,0.25,0.455,85.07,,,0,128.2739444,37.38430556,128,16,26.2,37,23,3.5
414,KW-YW-S-06,128.1623,37.2304,4.71,0.37,0.075,5.76,,,0,128.2744167,37.38372222,128,16,27.9,37,23,1.4
415,KW-YW-S-07,128.1623,37.2304,4.93,0.35,0.145,11.28,,,0,128.2743889,37.38283333,128,16,27.8,37,22,58.2
416,KW-YW-S-08,128.1623,37.2304,5.51,0.37,0.3,7.27,,,0,128.2741111,37.38275,128,16,26.8,37,22,57.9
417,KW-YW-S-09,128.1623,37.2304,5.56,0.6,0.285,6.8,,,0,128.2741111,37.38275,128,16,26.8,37,22,57.9
418,KW-YW-S-10,128.1623,37.2304,5.14,0.58,0.115,2.69,,,0,128.2739444,37.38211111,128,16,26.2,37,22,55.6
419,KW-YW-S-11,128.1623,37.2304,4.53,0.21,0.155,2.66,,,0,128.2739722,37.38136111,128,16,26.3,37,22,52.9
420,KW-YW-S-12,128.1623,37.2304,4.38,0.46,0.13,3.12,,,0,128.2734722,37.38111111,128,16,24.5,37,22,52
421,KW-YW-S-13,128.1623,37.2304,5.28,0.59,0.355,6.11,,,0,128.2733889,37.38052778,128,16,24.2,37,22,49.9
422,KW-YW-S-14,128.1623,37.2304,5.14,0.64,0.085,1.89,,,0,128.2730556,37.38047222,128,16,23,37,22,49.7
423,KW-YW-S-15,128.1623,37.2304,5.15,0.36,0.18,3.32,,,0,128.2730556,37.38047222,128,16,23,37,22,49.7
424,KW-YW-S-16,128.1623,37.2304,5.55,1.46,0.18,2.79,,,0,128.2730833,37.38075,128,16,23.1,37,22,50.7
425,KW-YW-S-17,128.1623,37.2304,4.66,0.57,0.055,2.49,,,0,128.2728056,37.37972222,128,16,22.1,37,22,47
426,KW-YW-S-18,128.1623,37.2304,4.97,1.36,0.095,2.69,,,0,128.2728056,37.37972222,128,16,22.1,37,22,47
427,KW-YW-S-38,128.1623,37.2304,7.35,1.58,0.015,2.12,,,0,128.2736667,37.38486111,128,16,25.2,37,23,5.5
428,KW-YW-S-39,128.1623,37.2304,6.42,0.36,2.4,41.38,,,0,128.2739167,37.38430556,128,16,26.1,37,23,3.5
429,KW-YW-S-40,128.1623,37.2304,6.28,0.6,2.575,43.37,,,0,128.2739167,37.38430556,128,16,26.1,37,23,3.5
430,KW-YW-S-41,128.1623,37.2304,6.12,0.58,0.96,5.03,,,0,128.2742778,37.38413889,128,16,27.4,37,23,2.9
431,KW-YW-S-42,128.1623,37.2304,6.01,1.76,0.295,3.96,,,0,128.2746944,37.38313889,128,16,28.9,37,22,59.3
432,KW-BD-PS-01,128.4736,37.2224,7.6,1.4,1.5,35.6,1.3,,0,128.7904167,37.37427778,128,47,25.5,37,22,27.4
433,KW-BD-PS-02,128.4736,37.2224,7.9,1.4,3.1,43,1.1,,0,128.7865556,37.37225,128,47,11.6,37,22,20.1
434,KW-BD-PS-03,128.4736,37.2224,6.4,1.4,1,32.6,1.7,,0,128.7779167,37.37308333,128,46,40.5,37,22,23.1
435,KW-BD-S-01,128.4736,37.2224,6.7,1.59,0.35,20.27,,,0,128.7933611,37.37355556,128,47,36.1,37,22,24.8
436,KW-BD-S-02,128.4736,37.2224,6.35,0.65,0.09,17.77,1.9,,0,128.7928889,37.37355556,128,47,34.4,37,22,24.8
437,KW-BD-S-03,128.4736,37.2224,6.64,2.68,0.345,15.3,,,0,128.7931944,37.37377778,128,47,35.5,37,22,25.6
438,KW-BD-S-04,128.4736,37.2224,7.65,2.36,0.035,19.1,1.88,,0,128.7928611,37.37388889,128,47,34.3,37,22,26
439,KW-BD-S-05,128.4736,37.2224,7.4,1.58,0.09,14.13,2.21,,0,128.7930556,37.37455556,128,47,35,37,22,28.4
440,KW-BD-S-06,128.4736,37.2224,6.86,0.43,0.06,26.63,1.88,,0,128.7930556,37.37455556,128,47,35,37,22,28.4
441,KW-BD-S-07,128.4736,37.2224,6.98,0.58,0.055,21.63,1.62,,0,128.7925556,37.37411111,128,47,33.2,37,22,26.8
442,KW-BD-S-08,128.4736,37.2224,7.06,2.36,0.035,15,,,0,128.7930556,37.37508333,128,47,35,37,22,30.3
443,KW-BD-S-09,128.4736,37.2224,7,2.38,0.21,18.17,1.55,,0,128.7924444,37.37538889,128,47,32.8,37,22,31.4
444,KW-BD-S-10,128.4736,37.2224,7.8,0.69,0.085,18.93,1.64,,0,128.7914444,37.375,128,47,29.2,37,22,30
445,KW-BD-S-11,128.4736,37.2224,8.19,0.69,0.065,16.07,,,0,128.7914444,37.375,128,47,29.2,37,22,30
446,KW-BD-S-12,128.4736,37.2224,7.75,1.36,0.12,17.03,,,0,128.7907222,37.37461111,128,47,26.6,37,22,28.6
447,KW-BD-S-13,128.4736,37.2224,4.36,0.76,0.08,18.73,,,0,128.7893056,37.37377778,128,47,21.5,37,22,25.6
448,KW-BD-S-14,128.4736,37.2224,5.3,0.37,0.04,23.17,,,0,128.7893611,37.37338889,128,47,21.7,37,22,24.2
449,KW-BD-S-15,128.4736,37.2224,5.62,1.58,0.04,19.6,0.98,,0,128.7880556,37.37336111,128,47,17,37,22,24.1
450,KW-BD-S-16,128.4736,37.2224,5.97,2.36,0.035,17.03,,,0,128.7880556,37.37336111,128,47,17,37,22,24.1
451,KW-BD-S-17,128.4736,37.2224,7.46,1.69,0.065,20.13,,,0,128.7875278,37.37411111,128,47,15.1,37,22,26.8
452,KW-BD-S-18,128.4736,37.2224,8.08,0.25,0.075,21.87,,,0,128.7877778,37.37430556,128,47,16,37,22,27.5
453,KW-BD-S-19,128.4736,37.2224,8.12,2.58,0.055,23.8,2.23,,0,128.7877778,37.37430556,128,47,16,37,22,27.5
454,KW-BD-S-20,128.4736,37.2224,5.41,2.58,0.11,20.9,1.41,,0,128.7869722,37.37402778,128,47,13.1,37,22,26.5
455,KW-BD-S-21,128.4736,37.2224,7.86,1.36,0.045,16.9,2.01,,0,128.7874167,37.37325,128,47,14.7,37,22,23.7
456,KW-BD-S-22,128.4736,37.2224,7.87,1.47,0.075,17.47,,,0,128.7874167,37.37325,128,47,14.7,37,22,23.7
457,KW-BD-S-23,128.4736,37.2224,6.78,0.25,0.105,21.23,1.76,,0,128.7874722,37.37327778,128,47,14.9,37,22,23.8
458,KW-BD-S-24,128.4736,37.2224,5.07,0.47,0.06,21.9,1.39,,0,128.7851389,37.37280556,128,47,6.5,37,22,22.1
459,KW-BD-S-25,128.4736,37.2224,5.09,0.12,0.045,21.2,,,0,128.7838889,37.37291667,128,47,2,37,22,22.5
460,KW-BD-S-26,128.4736,37.2224,7.8,2.36,0.03,22.8,1.53,,0,128.7838889,37.37291667,128,47,2,37,22,22.5
461,KW-BD-S-27,128.4736,37.2224,8.01,2.47,0.02,19.33,2.41,,0,128.7834444,37.37311111,128,47,0.4,37,22,23.2
462,KW-BD-S-28,128.4736,37.2224,7.95,3.26,0.075,21.53,,,0,128.7992778,37.373,128,47,57.4,37,22,22.8
463,KW-BD-S-29,128.4736,37.2224,7.18,0.56,0.025,14.03,,,0,128.7981944,37.37338889,128,47,53.5,37,22,24.2
464,KW-BD-S-30,128.4736,37.2224,8.23,0.58,0.085,18.53,1.87,,0,128.7793611,37.37352778,128,46,45.7,37,22,24.7
465,KW-BD-S-31,128.4736,37.2224,8,2.67,0.03,15.57,1.3,,0,128.77725,37.37286111,128,46,38.1,37,22,22.3
466,KW-BD-S-32,128.4736,37.2224,8.31,0.36,0.08,20.43,,,0,128.7755833,37.37211111,128,46,32.1,37,22,19.6
467,KW-BD-S-33,128.4736,37.2224,8.16,4.67,0.11,16.57,,,0,128.7732222,37.37266667,128,46,23.6,37,22,21.6
468,KW-BD-S-34,128.4736,37.2224,6.62,0.35,0.12,16.83,2.9,,0,128.7718889,37.37247222,128,46,18.8,37,22,20.9
469,KW-BD-S-35,128.4736,37.2224,7.85,0.25,0.085,16.93,1.94,,0,128.7637778,37.37172222,128,45,49.6,37,22,18.2
470,KW-BD-S-36,128.4736,37.2224,6.9,0.47,0.055,15.17,0.96,,0,128.7590556,37.37166667,128,45,32.6,37,22,18
471,KW-BD-S-37,128.4736,37.2224,6.56,0.47,0.025,11.3,1.52,,0,128.7558611,37.36958333,128,45,21.1,37,22,10.5
472,KW-BD-S-38,128.4736,37.2224,5.92,2.36,0.06,26.7,1.85,,0,128.7930556,37.37344444,128,47,35,37,22,24.4
473,KW-BD-S-39,128.4736,37.2224,7.41,1.48,0.05,27.93,1.34,,0,128.7930556,37.37344444,128,47,35,37,22,24.4
474,KW-BD-S-40,128.4736,37.2224,9.15,2.37,0.5,12.03,2.35,,0,128.7934167,37.37366667,128,47,36.3,37,22,25.2
475,KW-BD-S-41,128.4736,37.2224,6.5,1.47,0.105,32.95,2.55,,0,128.7928333,37.37488889,128,47,34.2,37,22,29.6
476,KW-BD-S-42,128.4736,37.2224,5.86,0.36,0.025,32.52,1.87,,0,128.7928333,37.37488889,128,47,34.2,37,22,29.6
477,KW-BD-S-43,128.4736,37.2224,5.84,2.68,0.18,26.89,1.01,,0,128.7925833,37.37525,128,47,33.3,37,22,30.9
478,KW-BD-S-44,128.4736,37.2224,5.32,1.76,0.18,26.94,1.56,,0,128.7925833,37.37525,128,47,33.3,37,22,30.9
479,KW-BD-S-45,128.4736,37.2224,7.82,0.89,0.045,28.98,1.23,,0,128.79025,37.37416667,128,47,24.9,37,22,27
480,KW-BD-S-46,128.4736,37.2224,7.94,0.76,0.18,28.74,0.89,,0,128.7898056,37.37397222,128,47,23.3,37,22,26.3
481,KW-BD-S-47,128.4736,37.2224,8.13,0.69,0.03,28.2,1.16,,0,128.7895833,37.37413889,128,47,22.5,37,22,26.9
482,KW-BD-S-48,128.4736,37.2224,7.89,2.15,0.18,36.59,0.63,,0,128.7896389,37.37375,128,47,22.7,37,22,25.5
483,KW-BD-S-49,128.4736,37.2224,7.65,1.48,0.005,30.49,0.95,,0,128.7878056,37.37408333,128,47,16.1,37,22,26.7
484,KW-BD-S-50,128.4736,37.2224,6.72,1.25,0.03,32.44,1.11,,0,128.78675,37.37302778,128,47,12.3,37,22,22.9
485,KW-BD-S-51,128.4736,37.2224,7.06,0.75,0.03,28.27,1.25,,0,128.7863889,37.37255556,128,47,11,37,22,21.2
486,KW-BD-S-52,128.4736,37.2224,7.44,0.58,0.065,29.79,1.18,,0,128.7850278,37.37327778,128,47,6.1,37,22,23.8
487,KW-BD-CS-01,128.4736,37.2224,5.54,0.24,0.1,19.2,1.31,,0,128.8016111,37.37666667,128,48,5.8,37,22,36
488,KW-BD-CS-02,128.4736,37.2224,8.35,1.47,0.03,15.6,,,0,128.8016111,37.37666667,128,48,5.8,37,22,36
489,KW-BD-CS-03,128.4736,37.2224,8.33,2.65,0.07,15.67,,,0,128.7671667,37.37788889,128,46,1.8,37,22,40.4
490,KW-DA-CS-03,128.5235,37.2352,7.78,0.58,0.125,0,,,0,128.8619722,37.37872222,128,51,43.1,37,22,43.4
491,KW-DA-PS-01,128.5235,37.2352,7.6,0.92,2.1,0,,,0,128.8744167,37.39463889,128,52,27.9,37,23,40.7
492,KW-DA-PS-02,128.5235,37.2352,7.5,0.92,1.7,0.1,,,0,128.8695556,37.39347222,128,52,10.4,37,23,36.5
493,KW-DA-PS-03,128.5235,37.2352,7,0.92,0.9,0.1,,,0,128.8708333,37.40019444,128,52,15,37,24,0.7
494,KW-DA-S-01,128.5235,37.2352,5.37,0.85,0.5,2.17,,,0,128.8764444,37.39794444,128,52,35.2,37,23,52.6
495,KW-DA-S-02,128.5235,37.2352,5.7,0.54,0.5,2.77,,,0,128.8759444,37.39794444,128,52,33.4,37,23,52.6
496,KW-DA-S-03,128.5235,37.2352,5.87,1.58,0.5,1.57,,,0,128.8753333,37.39794444,128,52,31.2,37,23,52.6
497,KW-DA-S-04,128.5235,37.2352,5.89,0.36,2.425,18.97,,,0,128.8742222,37.39741667,128,52,27.2,37,23,50.7
498,KW-DA-S-05,128.5235,37.2352,6.88,2.58,4.075,32.14,,,0,128.8742222,37.39741667,128,52,27.2,37,23,50.7
499,KW-DA-S-06,128.5235,37.2352,5.59,0.76,0.17,7.12,,,0,128.8750833,37.39713889,128,52,30.3,37,23,49.7
500,KW-DA-S-07,128.5235,37.2352,7.08,0.37,0.105,2.57,,,0,128.8751944,37.39661111,128,52,30.7,37,23,47.8
501,KW-DA-S-09,128.5235,37.2352,5.03,0.78,0.5,2.26,,,0,128.8734722,37.39633333,128,52,24.5,37,23,46.8
502,KW-DA-S-10,128.5235,37.2352,4.75,1.25,0.07,2.16,,,0,128.8734722,37.39633333,128,52,24.5,37,23,46.8
503,KW-DA-S-11,128.5235,37.2352,7.08,0.58,0.5,3.08,,,0,128.8728611,37.39608333,128,52,22.3,37,23,45.9
504,KW-DA-S-12,128.5235,37.2352,6.66,2.69,0.5,2.75,,,0,128.8729444,37.39561111,128,52,22.6,37,23,44.2
505,KW-DA-S-13,128.5235,37.2352,6.38,2.47,0.5,3.24,,,0,128.8729444,37.39561111,128,52,22.6,37,23,44.2
506,KW-DA-S-14,128.5235,37.2352,5.39,0.69,0.09,3.98,,,0,128.8732222,37.39522222,128,52,23.6,37,23,42.8
507,KW-DA-S-15,128.5235,37.2352,6.14,0.96,0.5,2.27,,,0,128.8746111,37.39563889,128,52,28.6,37,23,44.3
508,KW-DA-S-16,128.5235,37.2352,6.09,0.25,0.5,2.01,,,0,128.8740278,37.39438889,128,52,26.5,37,23,39.8
509,KW-DA-S-17,128.5235,37.2352,6.97,1.47,0.5,2.37,,,0,128.8702222,37.39883333,128,52,12.8,37,23,55.8
510,KW-DA-S-18,128.5235,37.2352,6.86,1.36,0.5,2.39,,,0,128.8703611,37.39255556,128,52,13.3,37,23,33.2
511,KW-DA-S-19,128.5235,37.2352,6.76,0.67,0.09,0,,,0,128.8703611,37.39255556,128,52,13.3,37,23,33.2
512,KW-DA-S-20,128.5235,37.2352,7.07,2.25,0.095,3,,,0,128.8711389,37.39255556,128,52,16.1,37,23,33.2
513,KW-DA-S-21,128.5235,37.2352,6.69,0.66,0.5,2.27,,,0,128.8696111,37.39344444,128,52,10.6,37,23,36.4
514,KW-DA-S-22,128.5235,37.2352,6.53,0.36,0.105,2.43,,,0,128.8693611,37.39438889,128,52,9.7,37,23,39.8
515,KW-DA-S-23,128.5235,37.2352,6.27,0.35,0.11,2.25,,,0,128.8698333,37.39586111,128,52,11.4,37,23,45.1
516,KW-DA-S-24,128.5235,37.2352,6,0.36,0.5,2.1,,,0,128.8697222,37.3965,128,52,11,37,23,47.4
517,KW-DA-S-25,128.5235,37.2352,5.96,1.58,0.5,1.77,,,0,128.8697222,37.3965,128,52,11,37,23,47.4
518,KW-DA-S-38,128.5235,37.2352,6.5,0.46,0.195,5.41,,,0,128.87425,37.39725,128,52,27.3,37,23,50.1
519,KW-DA-S-39,128.5235,37.2352,6.25,0.9,0.31,11.41,,,0,128.87425,37.39725,128,52,27.3,37,23,50.1
520,KW-DA-S-40,128.5235,37.2352,6.3,0.36,0.095,2.72,,,0,128.8765556,37.39702778,128,52,35.6,37,23,49.3
521,KW-DA-S-41,128.5235,37.2352,5.57,0.57,0.075,2.76,,,0,128.8765556,37.39702778,128,52,35.6,37,23,49.3
522,KW-DA-S-42,128.5235,37.2352,5.88,0.57,0.08,2.52,,,0,128.8771667,37.397,128,52,37.8,37,23,49.2
523,KW-DA-S-43,128.5235,37.2352,5.6,0.69,0.5,2.83,,,0,128.8771667,37.397,128,52,37.8,37,23,49.2
524,KW-DA-S-44,128.5235,37.2352,7.05,0.37,0.015,3.3,,,0,128.8766944,37.39680556,128,52,36.1,37,23,48.5
525,KW-DA-S-45,128.5235,37.2352,7.55,0.25,0.015,3.17,,,0,128.8766944,37.39680556,128,52,36.1,37,23,48.5
526,KW-DA-S-46,128.5235,37.2352,6.97,0.57,0.5,1.63,,,0,128.8748056,37.39627778,128,52,29.3,37,23,46.6
527,KW-DA-S-47,128.5235,37.2352,5.58,1.58,0.055,2.37,,,0,128.8739167,37.39655556,128,52,26.1,37,23,47.6
528,KW-DA-S-48,128.5235,37.2352,4.66,0.25,0.5,2.44,,,0,128.8739167,37.39655556,128,52,26.1,37,23,47.6
529,KW-DA-S-49,128.5235,37.2352,6.53,2.58,0.5,2.58,,,0,128.8732222,37.39688889,128,52,23.6,37,23,48.8
530,KW-DA-S-50,128.5235,37.2352,6.93,0.36,0.5,2.4,,,0,128.8732222,37.39688889,128,52,23.6,37,23,48.8
531,KW-DA-S-51,128.5235,37.2352,6.88,0.88,0.085,4.11,,,0,128.8731667,37.39483333,128,52,23.4,37,23,41.4
532,KW-DA-S-52,128.5235,37.2352,7.05,0.67,0.07,3.69,,,0,128.8731667,37.39483333,128,52,23.4,37,23,41.4
533,KW-DA-S-54,128.5235,37.2352,7.25,0.36,0.5,2.2,,,0,128.8731389,37.39438889,128,52,23.3,37,23,39.8
534,KW-DA-S-55,128.5235,37.2352,5.09,0.74,0.5,2.77,,,0,128.8722778,37.39058333,128,52,20.2,37,23,26.1
535,KW-DA-S-56,128.5235,37.2352,5.12,0.25,0.5,2.31,,,0,128.8722778,37.39058333,128,52,20.2,37,23,26.1
536,KW-DA-S-57,128.5235,37.2352,5.2,0.43,0.1,2.92,,,0,128.8709722,37.39233333,128,52,15.5,37,23,32.4
537,KW-DA-S-58,128.5235,37.2352,4.91,1.75,0.5,3.37,,,0,128.8700833,37.39588889,128,52,12.3,37,23,45.2
538,KW-DA-S-59,128.5235,37.2352,5.12,0.56,0.015,5.21,,,0,128.8700833,37.39588889,128,52,12.3,37,23,45.2
539,KW-DA-S-60,128.5235,37.2352,8.27,0.37,0.155,11.36,,,0,128.8711389,37.40102778,128,52,16.1,37,24,3.7
540,KW-DA-CS-01,128.5235,37.2352,5.34,1.58,0.5,0,,,0,128.8700278,37.38755556,128,52,12.1,37,23,15.2
541,KW-DA-CS-02,128.5235,37.2352,5.8,1.35,0.5,0,,,0,128.8700278,37.38755556,128,52,12.1,37,23,15.2
542,GG-DN-PS-1,127.2846,37.2454,7.1,4.3,0.1,222,1.3,-,0,127.4761389,37.41775,127,28,34.1,37,25,3.9
543,GG-DN-PS-2,127.2846,37.2454,6.9,4.3,0.1,32.7,1.7,-,0,127.47375,37.4195,127,28,25.5,37,25,10.2
544,GG-DN-PS-3,127.2846,37.2454,7,4.3,0.1,58.7,3.9,-,0,127.4823333,37.42286111,127,28,56.4,37,25,22.3
545,GG-DN-T-1,127.2846,37.2454,8.38,41.6,0.05,109.07,3.5,116.47,0,127.4795278,37.41547222,127,28,46.3,37,24,55.7
546,GG-DN-S-1,127.2846,37.2454,5.1,4.3,0.08,19.63,2.74,87.6,0,127.4801111,37.41452778,127,28,48.4,37,24,52.3
547,GG-DN-S-2,127.2846,37.2454,6.08,33.45,0.125,33.13,2.5,78.57,0,127.4810278,37.41377778,127,28,51.7,37,24,49.6
548,GG-DN-S-3,127.2846,37.2454,4.76,68.37,0.12,42.83,2.39,74.5,0,127.4795,37.41522222,127,28,46.2,37,24,54.8
549,GG-DN-S-4,127.2846,37.2454,4.82,54.03,0.12,51.57,1.9,87.13,0,127.4795,37.41522222,127,28,46.2,37,24,54.8
550,GG-DN-S-5,127.2846,37.2454,5.39,12.2,0.09,16.07,1.66,47.83,0,127.4794444,37.41569444,127,28,46,37,24,56.5
551,GG-DN-S-6,127.2846,37.2454,6.15,0.38,0.045,19.97,1.77,48.7,0,127.4793889,37.41588889,127,28,45.8,37,24,57.2
552,GG-DN-S-7,127.2846,37.2454,5.52,0.68,0.06,26.7,1.75,79.4,0,127.4791389,37.41616667,127,28,44.9,37,24,58.2
553,GG-DN-S-8,127.2846,37.2454,5.41,0.42,0.06,21.27,1.27,62.43,0,127.4791389,37.41616667,127,28,44.9,37,24,58.2
554,GG-DN-S-9,127.2846,37.2454,5.1,0.48,0.08,19.27,2.89,54.27,0,127.47875,37.41680556,127,28,43.5,37,25,0.5
555,GG-DN-S-10,127.2846,37.2454,5.77,0.75,0.08,24.97,3.46,55.17,0,127.4783889,37.41725,127,28,42.2,37,25,2.1
556,GG-DN-S-11,127.2846,37.2454,5.76,0.7,0.095,23.27,2.84,59.4,0,127.4783889,37.41725,127,28,42.2,37,25,2.1
557,GG-DN-S-12,127.2846,37.2454,5.5,0.75,0.025,32.17,0.8,63.83,0,127.4784444,37.41805556,127,28,42.4,37,25,5
558,GG-DN-S-13,127.2846,37.2454,5.37,0.65,0.125,24.3,1.62,69.6,0,127.4776389,37.41855556,127,28,39.5,37,25,6.8
559,GG-DN-S-14,127.2846,37.2454,5.42,0.42,0.15,22.87,3.03,60.87,0,127.4792222,37.41802778,127,28,45.2,37,25,4.9
560,GG-DN-S-15,127.2846,37.2454,5.9,0.63,0.095,34.8,2.19,84.23,0,127.4789444,37.41894444,127,28,44.2,37,25,8.2
561,GG-DN-S-16,127.2846,37.2454,5.76,0.3,0.19,24.07,2.81,71.47,0,127.4784444,37.41805556,127,28,42.4,37,25,5
562,GG-DN-S-17,127.2846,37.2454,5.24,0.36,0.165,22.93,3.35,68.2,0,127.4776389,37.41855556,127,28,39.5,37,25,6.8
563,GG-DN-S-18,127.2846,37.2454,5.4,0.35,0.15,25.77,2.51,70.63,0,127.4808889,37.41941667,127,28,51.2,37,25,9.9
564,GG-DN-S-19,127.2846,37.2454,5.65,0.25,0.075,24.93,1.26,72.97,0,127.4808889,37.41941667,127,28,51.2,37,25,9.9
565,GG-DN-S-20,127.2846,37.2454,6.29,0.47,0.065,35.57,1.81,83.07,0,127.4808611,37.42022222,127,28,51.1,37,25,12.8
566,GG-DN-S-21,127.2846,37.2454,5.93,0.25,0.12,22.83,2.84,73.23,0,127.4772222,37.42005556,127,28,38,37,25,12.2
567,GG-DN-S-22,127.2846,37.2454,5.35,0.37,0.075,20.47,0.84,81,0,127.4793056,37.42091667,127,28,45.5,37,25,15.3
568,GG-DN-S-23,127.2846,37.2454,4.81,0.26,0.07,18.7,1.63,81.53,0,127.4801944,37.42113889,127,28,48.7,37,25,16.1
569,GG-DN-S-24,127.2846,37.2454,5.5,0.37,0.17,23.93,4.07,65.37,0,127.4818611,37.42211111,127,28,54.7,37,25,19.6
570,GG-DN-S-25,127.2846,37.2454,5.12,0.23,0.145,24.27,2.01,67,0,127.4818611,37.42211111,127,28,54.7,37,25,19.6
571,GG-DN-S-26,127.2846,37.2454,5.89,8.19,0.11,20.73,3.03,56.07,0,127.4821944,37.42294444,127,28,55.9,37,25,22.6
572,GG-DN-S-27,127.2846,37.2454,5.88,1.36,0.195,24.47,3.57,71.23,0,127.4823611,37.42336111,127,28,56.5,37,25,24.1
573,GG-DN-S-28,127.2846,37.2454,5.93,1.35,0.035,15.87,0.52,82.53,0,127.4829444,37.42372222,127,28,58.6,37,25,25.4
574,GG-DN-S-29,127.2846,37.2454,5.97,0.36,0.045,20.67,0.78,77.87,0,127.4829444,37.42372222,127,28,58.6,37,25,25.4
575,GG-DN-S-30,127.2846,37.2454,6.85,0.54,0.17,23.77,7.8,92.37,0,127.4838056,37.42377778,127,29,1.7,37,25,25.6
576,GG-DN-S-31,127.2846,37.2454,5.3,1.25,0.19,22.77,3.79,64.53,0,127.4834444,37.42597222,127,29,0.4,37,25,33.5
577,GG-DN-S-32,127.2846,37.2454,6.09,0.65,0.055,59.57,0.07,65.63,0,127.4872778,37.4285,127,29,14.2,37,25,42.6
578,GG-DN-S-33,127.2846,37.2454,6.3,0.25,0.075,23.5,0.39,108.27,0,127.4870278,37.42955556,127,29,13.3,37,25,46.4
579,GG-DN-S-34,127.2846,37.2454,6.38,0.54,0.13,18.5,1.13,116.67,0,127.4888889,37.43038889,127,29,20,37,25,49.4
580,GG-DN-S-35,127.2846,37.2454,5.29,0.73,0.215,20.63,1.39,64.37,0,127.4950278,37.43005556,127,29,42.1,37,25,48.2
581,GG-DN-S-36,127.2846,37.2454,5.52,2.24,0.19,21.63,4.06,86.63,0,127.5051389,37.43425,127,30,18.5,37,26,3.3
582,GG-DN-S-37,127.2846,37.2454,5.35,1.37,0.25,11.17,3.7,76.13,0,127.5008889,37.43569444,127,30,3.2,37,26,8.5
583,GG-DN-S-38,127.2846,37.2454,8.28,21.33,0.16,32.9,2.74,102.3,0,127.4803333,37.41422222,127,28,49.2,37,24,51.2
584,GG-DN-S-39,127.2846,37.2454,5.75,24.91,0.17,30.9,10.95,80.63,0,127.4805833,37.414,127,28,50.1,37,24,50.4
585,GG-DN-S-40,127.2846,37.2454,5.28,0.87,0.01,27.89,3.54,67.16,0,127.4793056,37.41577778,127,28,45.5,37,24,56.8
586,GG-DN-S-41,127.2846,37.2454,5.7,0.95,0.1,27.15,4.32,71.01,0,127.4788056,37.41652778,127,28,43.7,37,24,59.5
587,GG-DN-S-42,127.2846,37.2454,5.9,0.39,0.02,30.56,3.85,63.99,0,127.4785278,37.41702778,127,28,42.7,37,25,1.3
